#   j       Re{gam}       Im{gam}      Re{gam}/k      Im{gam}/k      kappa
    1   0.910637E+02   0.000000E+00   0.455318E+01   0.000000E+00   0.219627E+00   0.000000E+00
    2   0.666667E+02   0.000000E+00   0.333333E+01   0.000000E+00   0.300000E+00   0.000000E+00
    3   0.122591E+02  -0.148409E+03   0.612953E+00  -0.742043E+01   0.110564E-01   0.133850E+00
    4  -0.128852E+02   0.102244E+03  -0.644258E+00   0.511220E+01  -0.242662E-01  -0.192552E+00
    5   0.773998E+02  -0.816666E+02   0.386999E+01  -0.408333E+01   0.122273E+00   0.129013E+00
    6  -0.120357E+02   0.793608E+02  -0.601787E+00   0.396804E+01  -0.373606E-01  -0.246347E+00
    7  -0.789327E+01  -0.567880E+02  -0.394663E+00  -0.283940E+01  -0.480245E-01   0.345512E+00
    8  -0.110619E+02  -0.492582E+02  -0.553095E+00  -0.246291E+01  -0.868029E-01   0.386530E+00
    9  -0.811566E+01   0.442582E+02  -0.405783E+00   0.221291E+01  -0.801685E-01  -0.437193E+00
   10  -0.801027E+01   0.428240E+02  -0.400513E+00   0.214120E+01  -0.844047E-01  -0.451240E+00
   11  -0.940680E+01  -0.331981E+02  -0.470340E+00  -0.165991E+01  -0.158017E+00   0.557669E+00
   12  -0.111142E+02  -0.255918E+02  -0.555712E+00  -0.127959E+01  -0.285541E+00   0.657492E+00
   13  -0.386238E+02  -0.267780E+00  -0.193119E+01  -0.133890E-01  -0.517791E+00   0.358986E-02
   14  -0.380501E+02   0.302534E-01  -0.190251E+01   0.151267E-02  -0.525622E+00  -0.417919E-03
   15  -0.368205E+02  -0.334222E+00  -0.184102E+01  -0.167111E-01  -0.543131E+00   0.493004E-02
   16  -0.351440E+02  -0.513606E+00  -0.175720E+01  -0.256803E-01  -0.568966E+00   0.831505E-02
   17  -0.330728E+02  -0.970521E+00  -0.165364E+01  -0.485261E-01  -0.604207E+00   0.177305E-01
   18  -0.303674E+02  -0.162612E+01  -0.151837E+01  -0.813059E-01  -0.656717E+00   0.351659E-01
   19  -0.265156E+02  -0.228293E+01  -0.132578E+01  -0.114147E+00  -0.748722E+00   0.644632E-01
