      radius    pressure
  0.500000000000  1.709443086973
  0.500925925926  1.709418261045
  0.501851851852  1.709343787475
  0.502777777778  1.709219673732
  0.503703703704  1.709045928863
  0.504629629630  1.708822563501
  0.505555555556  1.708549589861
  0.506481481481  1.708227021750
  0.507407407407  1.707854874561
  0.508333333333  1.707433165283
  0.509259259259  1.706961912498
  0.510185185185  1.706441136384
  0.511111111111  1.705870858721
  0.512037037037  1.705251102885
  0.512962962963  1.704581893859
  0.513888888889  1.703863258227
  0.514814814815  1.703095224179
  0.515740740741  1.702277821515
  0.516666666667  1.701411081640
  0.517592592593  1.700495037571
  0.518518518519  1.699529723937
  0.519444444444  1.698515176978
  0.520370370370  1.697451434547
  0.521296296296  1.696338536114
  0.522222222222  1.695176522762
  0.523148148148  1.693965437190
  0.524074074074  1.692705323717
  0.525000000000  1.691396228275
  0.525925925926  1.690038198419
  0.526851851852  1.688631283318
  0.527777777778  1.687175533763
  0.528703703704  1.685671002162
  0.529629629630  1.684117742544
  0.530555555556  1.682515810556
  0.531481481481  1.680865263466
  0.532407407407  1.679166160161
  0.533333333333  1.677418561145
  0.534259259259  1.675622528545
  0.535185185185  1.673778126103
  0.536111111111  1.671885419181
  0.537037037037  1.669944474758
  0.537962962963  1.667955361432
  0.538888888889  1.665918149416
  0.539814814815  1.663832910538
  0.540740740741  1.661699718242
  0.541666666667  1.659518647588
  0.542592592593  1.657289775245
  0.543518518519  1.655013179497
  0.544444444444  1.652688940238
  0.545370370370  1.650317138971
  0.546296296296  1.647897858809
  0.547222222222  1.645431184470
  0.548148148148  1.642917202277
  0.549074074074  1.640356000160
  0.550000000000  1.637747667647
  0.550925925926  1.635092295871
  0.551851851852  1.632389977559
  0.552777777778  1.629640807039
  0.553703703704  1.626844880231
  0.554629629630  1.624002294648
  0.555555555556  1.621113149396
  0.556481481481  1.618177545167
  0.557407407407  1.615195584239
  0.558333333333  1.612167370477
  0.559259259259  1.609093009325
  0.560185185185  1.605972607805
  0.561111111111  1.602806274518
  0.562037037037  1.599594119637
  0.562962962963  1.596336254906
  0.563888888889  1.593032793637
  0.564814814815  1.589683850709
  0.565740740741  1.586289542561
  0.566666666667  1.582849971200
  0.567592592593  1.579365287999
  0.568518518519  1.575835598270
  0.569444444444  1.572261024671
  0.570370370370  1.568641691404
  0.571296296296  1.564977724216
  0.572222222222  1.561269250392
  0.573148148148  1.557516398753
  0.574074074074  1.553719299653
  0.575000000000  1.549878084974
  0.575925925926  1.545992888125
  0.576851851852  1.542063844033
  0.577777777778  1.538091089144
  0.578703703704  1.534074761416
  0.579629629630  1.530015000317
  0.580555555556  1.525911946820
  0.581481481481  1.521765743398
  0.582407407407  1.517576534021
  0.583333333333  1.513344464151
  0.584259259259  1.509069680738
  0.585185185185  1.504752332214
  0.586111111111  1.500392568492
  0.587037037037  1.495990540957
  0.587962962963  1.491546402464
  0.588888888889  1.487060307333
  0.589814814815  1.482532411344
  0.590740740741  1.477962871731
  0.591666666667  1.473351847180
  0.592592592593  1.468699497819
  0.593518518519  1.464005985217
  0.594444444444  1.459271472380
  0.595370370370  1.454496123741
  0.596296296296  1.449680105158
  0.597222222222  1.444823583908
  0.598148148148  1.439926728680
  0.599074074074  1.434989709574
  0.600000000000  1.430012698090
  0.600925925926  1.424995867127
  0.601851851852  1.419939390972
  0.602777777778  1.414843445300
  0.603703703704  1.409708207165
  0.604629629630  1.404533854995
  0.605555555556  1.399320568585
  0.606481481481  1.394068529094
  0.607407407407  1.388777919035
  0.608333333333  1.383448922270
  0.609259259259  1.378081724008
  0.610185185185  1.372676510791
  0.611111111111  1.367233470496
  0.612037037037  1.361752792322
  0.612962962963  1.356234666789
  0.613888888889  1.350679285725
  0.614814814815  1.345086842268
  0.615740740741  1.339457530852
  0.616666666667  1.333791547203
  0.617592592593  1.328089088333
  0.618518518519  1.322350352534
  0.619444444444  1.316575539368
  0.620370370370  1.310764849663
  0.621296296296  1.304918485505
  0.622222222222  1.299036650231
  0.623148148148  1.293119548423
  0.624074074074  1.287167385898
  0.625000000000  1.281180369704
  0.625925925926  1.275158708113
  0.626851851852  1.269102610611
  0.627777777778  1.263012287891
  0.628703703704  1.256887951849
  0.629629629630  1.250729815574
  0.630555555556  1.244538093340
  0.631481481481  1.238313000599
  0.632407407407  1.232054753975
  0.633333333333  1.225763571255
  0.634259259259  1.219439671381
  0.635185185185  1.213083274443
  0.636111111111  1.206694601670
  0.637037037037  1.200273875426
  0.637962962963  1.193821319196
  0.638888888889  1.187337157584
  0.639814814815  1.180821616301
  0.640740740741  1.174274922159
  0.641666666667  1.167697303061
  0.642592592593  1.161088987996
  0.643518518519  1.154450207029
  0.644444444444  1.147781191291
  0.645370370370  1.141082172975
  0.646296296296  1.134353385324
  0.647222222222  1.127595062623
  0.648148148148  1.120807440193
  0.649074074074  1.113990754381
  0.650000000000  1.107145242551
