         radius            M_x        M_theta     A_expected       A_actual
 0.200000000000 0.099680170621 0.409326964479 0.866462278612 0.866465772619
 0.225000000000 0.099699837774 0.435606026288 0.870111458694 0.870114947975
 0.250000000000 0.099718881803 0.460674828822 0.873800353819 0.873803832344
 0.275000000000 0.099737302589 0.484711619328 0.877529030210 0.877532491651
 0.300000000000 0.099755100018 0.507851993350 0.881297478209 0.881300915952
 0.325000000000 0.099772273978 0.530201034087 0.885105608143 0.885109015307
 0.350000000000 0.099788824361 0.551841309155 0.888953246373 0.888956615832
 0.375000000000 0.099804751064 0.572838336377 0.892840131550 0.892843455958
 0.400000000000 0.099820053988 0.593244438859 0.896765911131 0.896769182951
 0.425000000000 0.099834733037 0.613101539281 0.900730138202 0.900733349736
 0.450000000000 0.099848788119 0.632443234948 0.904732268638 0.904735412067
 0.475000000000 0.099862219147 0.651296372820 0.908771658672 0.908774726089
 0.500000000000 0.099875026036 0.669682269249 0.912847562886 0.912850546344
 0.525000000000 0.099887208706 0.687617672422 0.916959132693 0.916962024243
 0.550000000000 0.099898767082 0.705115535224 0.921105415326 0.921108207070
 0.575000000000 0.099909701090 0.722185646274 0.925285353400 0.925288037536
 0.600000000000 0.099920010664 0.738835153315 0.929497785050 0.929500353924
 0.625000000000 0.099929695737 0.755069003773 0.933741444691 0.933743890851
 0.650000000000 0.099938756251 0.770890320743 0.938014964430 0.938017280678
 0.675000000000 0.099947192147 0.786300727930 0.942316876124 0.942319055569
 0.700000000000 0.099955003374 0.801300633676 0.946645614124 0.946647650232
 0.725000000000 0.099962189882 0.815889481687 0.950999518680 0.951001405332
 0.750000000000 0.099968751627 0.830065974214 0.955376840037 0.955378571572
 0.775000000000 0.099974688567 0.843828272041 0.959775743175 0.959777314443
 0.800000000000 0.099980000666 0.857174174575 0.964194313209 0.964195719614
 0.825000000000 0.099984687890 0.870101282529 0.968630561396 0.968631798934
 0.850000000000 0.099988750211 0.882607145068 0.973082431724 0.973083497028
 0.875000000000 0.099992187601 0.894689392842 0.977547808050 0.977548698416
 0.900000000000 0.099995000042 0.906345857952 0.982024521720 0.982025235137
 0.925000000000 0.099997187513 0.917574681651 0.986510359629 0.986510894799
 0.950000000000 0.099998750003 0.928374410368 0.991003072645 0.991003429002
 0.975000000000 0.099999687500 0.938744080534 0.995500384350 0.995500562069
 1.000000000000 0.100000000000 0.948683292553 1.000000000000 1.000000000000
