#   j       Re{gam}       Im{gam}      Re{gam}/k      Im{gam}/k      kappa
    1   0.666630E+02   0.000000E+00   0.333315E+01   0.000000E+00   0.300016E+00   0.000000E+00
    2   0.666667E+02   0.000000E+00   0.333333E+01   0.000000E+00   0.300000E+00   0.000000E+00
    3  -0.187081E+02  -0.291342E+02  -0.935406E+00  -0.145671E+01  -0.312115E+00   0.486058E+00
    4  -0.189625E+02  -0.117320E+02  -0.948126E+00  -0.586600E+00  -0.762747E+00   0.471907E+00
    5  -0.294075E+02   0.325144E-03  -0.147038E+01   0.162572E-04  -0.680098E+00  -0.751948E-05
    6  -0.289111E+02  -0.110560E+00  -0.144556E+01  -0.552798E-02  -0.691766E+00   0.264540E-02
    7  -0.286302E+02   0.123045E-02  -0.143151E+01   0.615224E-04  -0.698563E+00  -0.300224E-04
    8  -0.278016E+02  -0.301586E+00  -0.139008E+01  -0.150793E-01  -0.719297E+00   0.780276E-02
    9  -0.274378E+02  -0.156756E-01  -0.137189E+01  -0.783778E-03  -0.728921E+00   0.416442E-03
   10  -0.262387E+02  -0.562744E+00  -0.131193E+01  -0.281372E-01  -0.761883E+00   0.163402E-01
   11  -0.252895E+02  -0.292452E-01  -0.126448E+01  -0.146226E-02  -0.790840E+00   0.914539E-03
   12  -0.244715E+02  -0.808491E+00  -0.122357E+01  -0.404246E-01  -0.816387E+00   0.269719E-01
   13  -0.225944E+02  -0.134688E+01  -0.112972E+01  -0.673439E-01  -0.882042E+00   0.525796E-01
   14  -0.225347E+02   0.426546E+00  -0.112674E+01   0.213273E-01  -0.887201E+00  -0.167933E-01
   15  -0.182395E+02   0.160665E+01  -0.911976E+00   0.803323E-01  -0.108808E+01  -0.958445E-01
   16  -0.200311E+02   0.110038E+01  -0.100156E+01   0.550190E-01  -0.995443E+00  -0.546832E-01
   17  -0.203586E+02  -0.181401E+01  -0.101793E+01  -0.907006E-01  -0.974647E+00   0.868438E-01
   18  -0.183704E+02  -0.187145E+01  -0.918518E+00  -0.935724E-01  -0.107753E+01   0.109771E+00
   19   0.304148E+01   0.547364E+01   0.152074E+00   0.273682E+00   0.155133E+01  -0.279187E+01
   20   0.614414E+01   0.624383E+01   0.307207E+00   0.312192E+00   0.160137E+01  -0.162736E+01
   21   0.464919E+01  -0.154082E+01   0.232460E+00  -0.770411E-01   0.387608E+01   0.128460E+01
   22   0.499615E+01   0.183566E+01   0.249807E+00   0.917832E-01   0.352696E+01  -0.129586E+01
   23   0.656303E+01  -0.874644E+00   0.328151E+00  -0.437322E-01   0.299420E+01   0.399032E+00
   24   0.741682E+01   0.145360E+01   0.370841E+00   0.726799E-01   0.259683E+01  -0.508943E+00
   25   0.917655E+01  -0.276309E+00   0.458827E+00  -0.138154E-01   0.217749E+01   0.655650E-01
   26   0.992711E+01   0.101629E+01   0.496355E+00   0.508143E-01   0.199379E+01  -0.204114E+00
   27   0.117924E+02  -0.249641E-01   0.589621E+00  -0.124821E-02   0.169600E+01   0.359037E-02
   28   0.121481E+02   0.833228E+00   0.607404E+00   0.416614E-01   0.163864E+01  -0.112393E+00
   29   0.138282E+02   0.785556E+00   0.691408E+00   0.392778E-01   0.144167E+01  -0.818991E-01
   30   0.138539E+02   0.261993E-02   0.692695E+00   0.130996E-03   0.144364E+01  -0.273008E-03
   31   0.148042E+02   0.547772E+00   0.740210E+00   0.273886E-01   0.134912E+01  -0.499190E-01
   32   0.151087E+02  -0.469043E-02   0.755435E+00  -0.234522E-03   0.132374E+01   0.410949E-03
   33   0.154099E+02   0.172859E+00   0.770494E+00   0.864294E-02   0.129771E+01  -0.145569E-01
   34   0.156091E+02  -0.166441E-02   0.780454E+00  -0.832203E-04   0.128131E+01   0.136626E-03
   35   0.698565E+02  -0.202778E-04   0.349282E+01  -0.101389E-05   0.286301E+00   0.831069E-07
   36   0.698494E+02  -0.359956E-03   0.349247E+01  -0.179978E-04   0.286330E+00   0.147555E-05
   37   0.698919E+02   0.975935E-02   0.349460E+01   0.487968E-03   0.286156E+00  -0.399574E-04
   38   0.698919E+02  -0.976593E-02   0.349460E+01  -0.488297E-03   0.286156E+00   0.399843E-04
   39   0.699081E+02   0.644734E-02   0.349541E+01   0.322367E-03   0.286090E+00  -0.263849E-04
   40   0.699081E+02  -0.645824E-02   0.349541E+01  -0.322912E-03   0.286090E+00   0.264295E-04
   41   0.699308E+02   0.265778E-02   0.349654E+01   0.132889E-03   0.285997E+00  -0.108696E-04
   42   0.699308E+02  -0.267129E-02   0.349654E+01  -0.133565E-03   0.285997E+00   0.109248E-04
   43   0.699942E+02   0.446031E-07   0.349971E+01   0.223015E-08   0.285738E+00  -0.182083E-09
   44   0.699938E+02  -0.224420E-05   0.349969E+01  -0.112210E-06   0.285739E+00   0.916163E-08
   45   0.699547E+02   0.869117E-05   0.349774E+01   0.434559E-06   0.285899E+00  -0.355201E-07
   46   0.699569E+02  -0.209612E-04   0.349785E+01  -0.104806E-05   0.285890E+00   0.856615E-07
   47   0.699791E+02  -0.728439E-05   0.349895E+01  -0.364219E-06   0.285800E+00   0.297500E-07
   48   0.699777E+02   0.669062E-07   0.349889E+01   0.334531E-08   0.285805E+00  -0.273260E-09
   49   0.635000E+02  -0.617673E-05   0.317500E+01  -0.308836E-06   0.314961E+00   0.306366E-07
   50   0.635129E+02  -0.413381E-03   0.317565E+01  -0.206690E-04   0.314897E+00   0.204954E-05
   51   0.634629E+02   0.114181E-01   0.317315E+01   0.570904E-03   0.315145E+00  -0.567001E-04
   52   0.634629E+02  -0.114257E-01   0.317314E+01  -0.571286E-03   0.315145E+00   0.567380E-04
   53   0.634436E+02   0.756579E-02   0.317218E+01   0.378290E-03   0.315241E+00  -0.375932E-04
   54   0.634435E+02  -0.757823E-02   0.317218E+01  -0.378911E-03   0.315241E+00   0.376550E-04
   55   0.634164E+02   0.317355E-02   0.317082E+01   0.158677E-03   0.315376E+00  -0.157823E-04
   56   0.634164E+02  -0.318869E-02   0.317082E+01  -0.159435E-03   0.315376E+00   0.158577E-04
   57   0.633406E+02  -0.254411E-05   0.316703E+01  -0.127206E-06   0.315753E+00   0.126824E-07
   58   0.633401E+02   0.613222E-07   0.316701E+01   0.306611E-08   0.315756E+00  -0.305696E-09
   59   0.633601E+02   0.309621E-06   0.316800E+01   0.154810E-07   0.315656E+00  -0.154251E-08
   60   0.633584E+02  -0.843796E-05   0.316792E+01  -0.421898E-06   0.315665E+00   0.420396E-07
