#   j          Re{gam}             Im{gam}           Re{gam/ak}          Im{gam/ak}     nz
    1 -0.136054972244E+02 -0.603463213317E+02 -0.453516574146E+00 -0.201154404439E+01 -0.106659922389E+00  0.473083331212E+00
    2 -0.773232717920E+01 -0.517086745656E+02 -0.257744239307E+00 -0.172362248552E+01 -0.848594745869E-01  0.567483870448E+00
    3 -0.611315176648E+01  0.485259454207E+02 -0.203771725549E+00  0.161753151402E+01 -0.766655405026E-01 -0.608567883833E+00
    4 -0.773232717920E+01  0.517086745656E+02 -0.257744239307E+00  0.172362248552E+01 -0.848594745869E-01 -0.567483870448E+00
    5 -0.683320820177E+01 -0.417564770467E+02 -0.227773606726E+00 -0.139188256822E+01 -0.114504100715E+00  0.699713474562E+00
    6 -0.793007704441E+01 -0.420662720746E+02 -0.264335901480E+00 -0.140220906915E+01 -0.129826928289E+00  0.688686233115E+00
    7 -0.973449542113E+01 -0.419503526468E+02 -0.324483180704E+00 -0.139834508823E+01 -0.157465785329E+00  0.678591435772E+00
    8 -0.926260806586E+01 -0.418262737305E+02 -0.308753602195E+00 -0.139420912435E+01 -0.151413051915E+00  0.683721443328E+00
    9 -0.946422241614E+01 -0.399208015278E+02 -0.315474080538E+00 -0.133069338426E+01 -0.168678472410E+00  0.711498475312E+00
   10 -0.748358741995E+01 -0.402358878252E+02 -0.249452913998E+00 -0.134119626084E+01 -0.134039943222E+00  0.720672562094E+00
   11 -0.942105924387E+01 -0.381891430955E+02 -0.314035308129E+00 -0.127297143652E+01 -0.182676967593E+00  0.740498140927E+00
   12 -0.748536725932E+01 -0.383080864393E+02 -0.249512241977E+00 -0.127693621464E+01 -0.147394217991E+00  0.754323769009E+00
   13 -0.775615373552E+01 -0.357979756762E+02 -0.258538457851E+00 -0.119326585587E+01 -0.173431293311E+00  0.800459793753E+00
   14 -0.921616727739E+01 -0.353512285879E+02 -0.307205575913E+00 -0.117837428626E+01 -0.207159643861E+00  0.794619683421E+00
   15 -0.815202012185E+01 -0.327305062082E+02 -0.271734004062E+00 -0.109101687361E+01 -0.214952702684E+00  0.863038935689E+00
   16 -0.889410381024E+01 -0.321892477930E+02 -0.296470127008E+00 -0.107297492643E+01 -0.239249006878E+00  0.865882131684E+00
   17 -0.411796440886E+02  0.123374629278E-02 -0.137265480295E+01  0.411248764260E-04 -0.728515280717E+00 -0.218263913326E-04
   18 -0.406294651766E+02 -0.206710930808E+00 -0.135431550589E+01 -0.689036436027E-02 -0.738361269241E+00  0.375656791381E-02
   19 -0.396280024511E+02  0.311709531636E-03 -0.132093341504E+01  0.103903177212E-04 -0.757040429559E+00 -0.595479719219E-05
   20 -0.389837683250E+02 -0.205086001005E+00 -0.129945894417E+01 -0.683620003349E-02 -0.769529756354E+00  0.404834594411E-02
   21 -0.389294184370E+02  0.320939471913E-01 -0.129764728123E+01  0.106979823971E-02 -0.770624910794E+00 -0.635313759729E-03
   22 -0.381430427860E+02 -0.682114275075E+00 -0.127143475953E+01 -0.227371425025E-01 -0.786261576502E+00  0.140607619660E-01
   23 -0.369446540952E+02 -0.721011245010E-02 -0.123148846984E+01 -0.240337081670E-03 -0.812025436214E+00  0.158474746911E-03
   24 -0.363902030601E+02 -0.108528397560E+01 -0.121300676867E+01 -0.361761325200E-01 -0.823665105441E+00  0.245645933528E-01
   25 -0.344180574237E+02 -0.125824127166E+01 -0.114726858079E+01 -0.419413757221E-01 -0.870472130924E+00  0.318223642746E-01
   26 -0.344221203210E+02 -0.291988516018E-01 -0.114740401070E+01 -0.973295053395E-03 -0.871531972289E+00  0.739284288352E-03
   27 -0.308402223740E+02 -0.107308423031E+01 -0.102800741247E+01 -0.357694743436E-01 -0.971579351285E+00  0.338060623466E-01
   28 -0.305079585318E+02 -0.715810458802E-01 -0.101693195106E+01 -0.238603486267E-02 -0.983344553026E+00  0.230722850540E-02
   29 -0.835888727251E+01 -0.294936904038E+02 -0.278629575750E+00 -0.983123013459E+00 -0.266844316441E+00  0.941539633033E+00
   30 -0.873955833242E+01 -0.275443835741E+02 -0.291318611081E+00 -0.918146119136E+00 -0.313968679176E+00  0.989532125142E+00
   31 -0.851403144939E+01 -0.253036269482E+02 -0.283801048313E+00 -0.843454231607E+00 -0.358353626247E+00  0.106502384070E+01
   32 -0.257757098967E+02 -0.943763988550E+00 -0.859190329891E+00 -0.314587996183E-01 -0.116232822997E+01  0.425580335407E-01
   33 -0.250642498707E+02 -0.275728826383E+00 -0.835474995690E+00 -0.919096087942E-02 -0.119677907828E+01  0.131656240420E-01
   34 -0.874460492406E+01 -0.222283731163E+02 -0.291486830802E+00 -0.740945770544E+00 -0.459783640161E+00  0.116874831911E+01
   35 -0.860515059463E+01 -0.200072378125E+02 -0.286838353154E+00 -0.666907927083E+00 -0.544241488099E+00  0.126537807329E+01
   36 -0.884095047898E+01 -0.150050050219E+02 -0.294698349299E+00 -0.500166834064E+00 -0.874439541628E+00  0.148411301983E+01
