#   j       Re{gam}       Im{gam}      Re{gam}/k      Im{gam}/k      kappa
    1   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
    2   0.408629E+02  -0.227666E+03   0.204314E+01  -0.113833E+02   0.152754E-01   0.851064E-01
    3   0.702882E+02  -0.208479E+03   0.351441E+01  -0.104239E+02   0.290424E-01   0.861415E-01
    4  -0.194197E+02   0.198348E+03  -0.970987E+00   0.991740E+01  -0.977855E-02  -0.998755E-01
    5  -0.818394E+01  -0.194018E+03  -0.409197E+00  -0.970091E+01  -0.434045E-02   0.102900E+00
    6  -0.538004E+01  -0.194019E+03  -0.269002E+00  -0.970093E+01  -0.285624E-02   0.103004E+00
    7  -0.771341E+01  -0.193941E+03  -0.385670E+00  -0.969704E+01  -0.409498E-02   0.102961E+00
    8  -0.751122E+01  -0.193991E+03  -0.375561E+00  -0.969955E+01  -0.398591E-02   0.102943E+00
    9  -0.582476E+01  -0.194082E+03  -0.291238E+00  -0.970410E+01  -0.308992E-02   0.102957E+00
   10  -0.573707E+01  -0.193944E+03  -0.286854E+00  -0.969721E+01  -0.304781E-02   0.103032E+00
   11  -0.770993E+01  -0.193670E+03  -0.385497E+00  -0.968351E+01  -0.410457E-02   0.103105E+00
   12  -0.568884E+01  -0.193629E+03  -0.284442E+00  -0.968147E+01  -0.303205E-02   0.103201E+00
   13  -0.566831E+01  -0.193217E+03  -0.283416E+00  -0.966084E+01  -0.303403E-02   0.103422E+00
   14  -0.772787E+01  -0.193252E+03  -0.386394E+00  -0.966259E+01  -0.413189E-02   0.103327E+00
   15  -0.565586E+01  -0.192721E+03  -0.282793E+00  -0.963606E+01  -0.304296E-02   0.103688E+00
   16  -0.773534E+01  -0.192753E+03  -0.386767E+00  -0.963763E+01  -0.415729E-02   0.103593E+00
   17  -0.564668E+01  -0.192140E+03  -0.282334E+00  -0.960702E+01  -0.305640E-02   0.104001E+00
   18  -0.773702E+01  -0.192170E+03  -0.386851E+00  -0.960850E+01  -0.418339E-02   0.103906E+00
   19  -0.563937E+01  -0.191473E+03  -0.281969E+00  -0.957367E+01  -0.307374E-02   0.104363E+00
   20  -0.773504E+01  -0.191503E+03  -0.386752E+00  -0.957513E+01  -0.421148E-02   0.104267E+00
   21  -0.773034E+01  -0.190750E+03  -0.386517E+00  -0.953748E+01  -0.424218E-02   0.104678E+00
   22  -0.563334E+01  -0.190720E+03  -0.281667E+00  -0.953598E+01  -0.309476E-02   0.104775E+00
   23  -0.772343E+01  -0.189911E+03  -0.386171E+00  -0.949554E+01  -0.427586E-02   0.105139E+00
   24  -0.562831E+01  -0.189879E+03  -0.281416E+00  -0.949395E+01  -0.311941E-02   0.105238E+00
   25  -0.771457E+01  -0.188986E+03  -0.385728E+00  -0.944930E+01  -0.431279E-02   0.105652E+00
   26  -0.562420E+01  -0.188952E+03  -0.281210E+00  -0.944760E+01  -0.314777E-02   0.105753E+00
   27  -0.770393E+01  -0.187976E+03  -0.385197E+00  -0.939879E+01  -0.435321E-02   0.106218E+00
   28  -0.562097E+01  -0.187939E+03  -0.281049E+00  -0.939693E+01  -0.317996E-02   0.106323E+00
   29  -0.769164E+01  -0.186880E+03  -0.384582E+00  -0.934401E+01  -0.439731E-02   0.106839E+00
   30  -0.561867E+01  -0.186839E+03  -0.280933E+00  -0.934197E+01  -0.321613E-02   0.106947E+00
   31  -0.767776E+01  -0.185700E+03  -0.383888E+00  -0.928499E+01  -0.444529E-02   0.107517E+00
