                       x             REAL(y)             IMAG(y)
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   1.0101010101010102E-002   5.0483582198422451E-002   0.0000000000000000     
   2.0202020202020204E-002  0.10083842025810462        0.0000000000000000     
   3.0303030303030304E-002  0.15093609836592292        0.0000000000000000     
   4.0404040404040407E-002  0.20064885652268544        0.0000000000000000     
   5.0505050505050511E-002  0.24984991635897805        0.0000000000000000     
   6.0606060606060608E-002  0.29841380444764110        0.0000000000000000     
   7.0707070707070718E-002  0.34621667228835862        0.0000000000000000     
   8.0808080808080815E-002  0.39313661214832984        0.0000000000000000     
   9.0909090909090912E-002  0.43905396795356072        0.0000000000000000     
  0.10101010101010102       0.48385164043793466        0.0000000000000000     
  0.11111111111111112       0.52741538577186553        0.0000000000000000     
  0.12121212121212122       0.56963410690896565        0.0000000000000000     
  0.13131313131313133       0.61040013690773010        0.0000000000000000     
  0.14141414141414144       0.64960951350570661        0.0000000000000000     
  0.15151515151515152       0.68716224424592520        0.0000000000000000     
  0.16161616161616163       0.72296256147946047        0.0000000000000000     
  0.17171717171717174       0.75691916659380987        0.0000000000000000     
  0.18181818181818182       0.78894546284425737        0.0000000000000000     
  0.19191919191919193       0.81895977619444804        0.0000000000000000     
  0.20202020202020204       0.84688556360298339        0.0000000000000000     
  0.21212121212121213       0.87265160822486176        0.0000000000000000     
  0.22222222222222224       0.89619220102995634        0.0000000000000000     
  0.23232323232323235       0.91744730837536492        0.0000000000000000     
  0.24242424242424243       0.93636272510428475        0.0000000000000000     
  0.25252525252525254       0.95289021278097852        0.0000000000000000     
  0.26262626262626265       0.96698762270929961        0.0000000000000000     
  0.27272727272727276       0.97861900342105457        0.0000000000000000     
  0.28282828282828287       0.98775469236008395        0.0000000000000000     
  0.29292929292929293       0.99437139152824572        0.0000000000000000     
  0.30303030303030304       0.99845222690038948        0.0000000000000000     
  0.31313131313131315       0.99998679145679814        0.0000000000000000     
  0.32323232323232326       0.99897117172335681        0.0000000000000000     
  0.33333333333333337       0.99540795775176494        0.0000000000000000     
  0.34343434343434348       0.98930623651434002        0.0000000000000000     
  0.35353535353535359       0.98068156873025714        0.0000000000000000     
  0.36363636363636365       0.96955594918232357        0.0000000000000000     
  0.37373737373737376       0.95595775062548805        0.0000000000000000     
  0.38383838383838387       0.93992165143013107        0.0000000000000000     
  0.39393939393939398       0.92148854714466188        0.0000000000000000     
  0.40404040404040409       0.90070544620295545        0.0000000000000000     
  0.41414141414141420       0.87762535004259923        0.0000000000000000     
  0.42424242424242425       0.85230711793967517        0.0000000000000000     
  0.43434343434343436       0.82481531690477472        0.0000000000000000     
  0.44444444444444448       0.79522005702304910        0.0000000000000000     
  0.45454545454545459       0.76359681265820900        0.0000000000000000     
  0.46464646464646470       0.73002622997644606        0.0000000000000000     
