radius      S_expected         S_actual            Error 
  0.100000000000  0.207031273120  0.207031272001  0.346169694136
  0.103515625000  0.209532544471  0.209532544750  0.348920138859
  0.107031250000  0.211448716471  0.211448716286  0.351454843860
  0.110546875000  0.212839340448  0.212839340264  0.353435987122
  0.114062500000  0.213756636343  0.213756636163  0.354643414776
  0.117578125000  0.214246589723  0.214246589546  0.354980191893
  0.121093750000  0.214349857665  0.214349857491  0.354447089182
  0.124609375000  0.214102521275  0.214102521104  0.353107568689
  0.128125000000  0.213536714289  0.213536714122  0.351057436067
  0.131640625000  0.212681150931  0.212681150769  0.348403729643
  0.135156250000  0.211561571354  0.211561571195  0.345251986924
  0.138671875000  0.210201119298  0.210201119144  0.341699464646
  0.142187500000  0.208620663703  0.208620663553  0.337832118058
  0.145703125000  0.206839073720  0.206839073575  0.333723795661
  0.149218750000  0.204873454830  0.204873454691  0.329436664203
  0.152734375000  0.202739352320  0.202739352186  0.325022258783
  0.156250000000  0.200450927257  0.200450927128  0.320522793678
  0.159765625000  0.198021109204  0.198021109081  0.315972520401
  0.163281250000  0.195461729178  0.195461729061  0.311399014438
  0.166796875000  0.192783635763  0.192783635652  0.306824331685
  0.170312500000  0.189996796811  0.189996796706  0.302266012163
  0.173828125000  0.187110388774  0.187110388675  0.297737930014
  0.177343750000  0.184132875384  0.184132875292  0.293251000373
  0.180859375000  0.181072077127  0.181072077041  0.288813759091
  0.184375000000  0.177935232734  0.177935232654  0.284432832930
  0.187890625000  0.174729053749  0.174729053677  0.280113317280
  0.191406250000  0.171459773053  0.171459772987  0.275859076879
  0.194921875000  0.168133188106  0.168133188047  0.271672982908
  0.198437500000  0.164754699570  0.164754699517  0.267557097653
  0.201953125000  0.161329345867  0.161329345822  0.263512815843
  0.205468750000  0.157861834172  0.157861834133  0.259540969886
  0.208984375000  0.154356568241  0.154356568209  0.255641904489
  0.212500000000  0.150817673461  0.150817673437  0.251815524701
  0.216015625000  0.147249019430  0.147249019412  0.248061320026
  0.219531250000  0.143654240336  0.143654240325  0.244378366077
  0.223046875000  0.140036753397  0.140036753393  0.240765304113
  0.226562500000  0.136399775559  0.136399775561  0.237220297718
  0.230078125000  0.132746338637  0.132746338645  0.233740964870
  0.233593750000  0.129079303078  0.129079303093  0.230324282588
  0.237109375000  0.125401370478  0.125401370499  0.226966460387
  0.240625000000  0.121715094977  0.121715095004  0.223662777794
