     radius          vR         vTh          vX          Pr 
  0.100000000000  0.000000000000  0.700000000000  0.750000000000  0.666666717650
  0.107031250000  0.001422273029  0.718594945501  0.764385981940  0.684337321134
  0.114062500000  0.002778358458  0.732671179407  0.777324299071  0.700829012876
  0.121093750000  0.004069221631  0.741243616048  0.787896724545  0.715531708235
  0.128125000000  0.005295828262  0.745791227208  0.795879469975  0.728298284807
  0.135156250000  0.006459145033  0.748028087189  0.801554520060  0.739318807452
  0.142187500000  0.007560140176  0.749087436261  0.805418446837  0.748926407581
  0.149218750000  0.008599784014  0.749580120473  0.807972493017  0.757457343687
  0.156250000000  0.009579049483  0.749807326534  0.809627828762  0.765187847152
  0.163281250000  0.010498912621  0.749911695416  0.810687052539  0.772321802194
  0.170312500000  0.011360353018  0.749959551851  0.811359295328  0.779000835637
  0.177343750000  0.012164354229  0.749981477427  0.811783719188  0.785320015069
  0.184375000000  0.012911904148  0.749991518900  0.812050799681  0.791342088941
  0.191406250000  0.013603995344  0.749996116898  0.812218519095  0.797108364812
  0.198437500000  0.014241625345  0.749998222164  0.812323705196  0.802646400644
  0.205468750000  0.014825796884  0.749999186072  0.812389619282  0.807975274343
  0.212500000000  0.015357518101  0.749999627426  0.812430902692  0.813109217540
  0.219531250000  0.015837802691  0.749999829577  0.812456751083  0.818060266875
  0.226562500000  0.016267670015  0.749999922313  0.812472932048  0.822840458987
  0.233593750000  0.016648145160  0.749999965170  0.812483059988  0.827464025512
  0.240625000000  0.016980258953  0.749999985665  0.812489398758  0.831950044359
  0.247656250000  0.017265047931  0.749999996957  0.812493365836  0.836326073497
  0.254687500000  0.017503554273  0.750000006294  0.812495848578  0.840633420498
  0.261718750000  0.017696825681  0.750000019673  0.812497402416  0.844934833831
  0.268750000000  0.017845915228  0.750000045683  0.812498375008  0.849325381117
  0.275781250000  0.017951881164  0.750000101022  0.812498983975  0.853946689230
  0.282812500000  0.018015786692  0.750000221221  0.812499365583  0.859002642468
  0.289843750000  0.018038699706  0.750000483451  0.812499605224  0.864769472340
  0.296875000000  0.018021692500  0.750001056067  0.812499756523  0.871583437545
  0.303906250000  0.017965841454  0.750002306688  0.812499853337  0.879777669821
  0.310937500000  0.017872226696  0.750005038157  0.812499917331  0.889542234552
  0.317968750000  0.017741931741  0.750011003703  0.812499962825  0.900730010169
  0.325000000000  0.017576043117  0.750024031170  0.812500000000  0.912730913366
  0.332031250000  0.017375649980  0.750052473970  0.812500037175  0.924581900960
  0.339062500000  0.017141843715  0.750114542513  0.812500082669  0.935319929765
  0.346093750000  0.016875717539  0.750249844957  0.812500146663  0.944334916477
  0.353125000000  0.016578366101  0.750544101743  0.812500243477  0.951479739527
  0.360156250000  0.016250885082  0.751180819148  0.812500394776  0.956944464298
  0.367187500000  0.015894370803  0.752543578594  0.812500634417  0.961062222528
  0.374218750000  0.015509919847  0.755393236334  0.812501016025  0.964169272915
  0.381250000000  0.015098628687  0.761072731797  0.812501624992  0.966541846971
  0.388281250000  0.014661593342  0.771381460416  0.812502597584  0.968383828993
  0.395312500000  0.014199909038  0.787265739314  0.812504151422  0.969836845854
  0.402343750000  0.013714669905  0.806473871494  0.812506634164  0.970995965175
  0.409375000000  0.013206968695  0.823917146250  0.812510601242  0.971923935426
  0.416406250000  0.012677896522  0.836091573599  0.812516940012  0.972662064178
  0.423437500000  0.012128542639  0.843112925830  0.812527067952  0.973237909402
  0.430468750000  0.011559994247  0.846724564835  0.812543248917  0.973670549007
  0.437500000000  0.010973336327  0.848473284612  0.812569097308  0.973974214629
  0.444531250000  0.010369651516  0.849295184765  0.812610380718  0.974160942909
  0.451562500000  0.009750020014  0.849676074263  0.812676294804  0.974242770487
  0.458593750000  0.009115519523  0.849851435079  0.812781480905  0.974233929000
  0.465625000000  0.008467225224  0.849931927192  0.812949200319  0.974153496356
  0.472656250000  0.007806209790  0.849968822492  0.813216280812  0.974029030526
  0.479687500000  0.007133543424  0.849985723485  0.813640704672  0.973901839082
  0.486718750000  0.006450293941  0.849993463233  0.814312947461  0.973834670493
  0.493750000000  0.005757526875  0.849997007153  0.815372171238  0.973922592380
  0.500781250000  0.005056305610  0.849998629772  0.817027506983  0.974307231617
  0.507812500000  0.004347691556  0.849999372701  0.819581553163  0.975192472501
  0.514843750000  0.003632744326  0.849999712893  0.823445479940  0.976854546543
  0.521875000000  0.002912521957  0.849999868753  0.829120530025  0.979629712440
  0.528906250000  0.002188081140  0.849999940349  0.837103275455  0.983851101933
  0.535937500000  0.001460477464  0.849999973647  0.847675700929  0.989708780403
  0.542968750000  0.000730765687  0.849999990025  0.860614018060  0.997055626281
  0.550000000000  0.000000000000  0.850000000000  0.875000000000  1.005281556264
  0.557031250000 -0.000730765687  0.850000009975  0.889385981940  1.013423527165
  0.564062500000 -0.001460477464  0.850000026353  0.902324299071  1.020518495801
  0.571093750000 -0.002188081140  0.850000059651  0.912896724545  1.025956378867
  0.578125000000 -0.002912521957  0.850000131247  0.920879469975  1.029590054794
  0.585156250000 -0.003632744326  0.850000287107  0.926554520060  1.031609588965
  0.592187500000 -0.004347691556  0.850000627299  0.930418446837  1.032348113118
  0.599218750000 -0.005056305610  0.850001370228  0.932972493017  1.032141885952
  0.606250000000 -0.005757526875  0.850002992847  0.934627828762  1.031267138977
  0.613281250000 -0.006450293941  0.850006536767  0.935687052539  1.029927756491
  0.620312500000 -0.007133543424  0.850014276515  0.936359295328  1.028265365367
  0.627343750000 -0.007806209790  0.850031177508  0.936783719188  1.026375033226
  0.634375000000 -0.008467225224  0.850068072808  0.937050799681  1.024319508539
  0.641406250000 -0.009115519523  0.850148564921  0.937218519095  1.022140098876
  0.648437500000 -0.009750020014  0.850323925737  0.937323705196  1.019864362207
  0.655468750000 -0.010369651516  0.850704815235  0.937389619282  1.017511376443
  0.662500000000 -0.010973336327  0.851526715388  0.937430902692  1.015095373218
  0.669531250000 -0.011559994247  0.853275435165  0.937456751083  1.012628389174
  0.676562500000 -0.012128542639  0.856887074170  0.937472932048  1.010122460952
  0.683593750000 -0.012677896522  0.863908426401  0.937483059988  1.007591820187
  0.690625000000 -0.013206968695  0.876082853750  0.937489398758  1.005055544789
  0.697656250000 -0.013714669905  0.893526128506  0.937493365836  1.002541192728
  0.704687500000 -0.014199909038  0.912734260686  0.937495848578  1.000090071576
  0.711718750000 -0.014661593342  0.928618539584  0.937497402416  0.997764929802
  0.718750000000 -0.015098628687  0.938927268203  0.937498375008  0.995660835026
  0.725781250000 -0.015509919847  0.944606763666  0.937498983975  0.993919414124
  0.732812500000 -0.015894370803  0.947456421406  0.937499365583  0.992744551392
  0.739843750000 -0.016250885082  0.948819180852  0.937499605224  0.992412478341
  0.746875000000 -0.016578366101  0.949455898257  0.937499756523  0.993259453668
  0.753906250000 -0.016875717539  0.949750155043  0.937499853337  0.995618609114
  0.760937500000 -0.017141843715  0.949885457487  0.937499917331  0.999680010060
  0.767968750000 -0.017375649980  0.949947526030  0.937499962825  1.005296534937
  0.775000000000 -0.017576043117  0.949975968830  0.937500000000  1.011858100442
  0.782031250000 -0.017741931741  0.949988996297  0.937500037175  1.018401663388
  0.789062500000 -0.017872226696  0.949994961843  0.937500082669  1.023964180593
