GridP      S_expected         S_actual            Error 
 257  0.000000000000  0.000000000000  0.000000000000
 258 -0.564674516399 -0.564911190821  5.548163524743
 259 -0.503061657007 -0.502969415840  5.518339372936
 260 -0.441013611233 -0.441022391055  5.488570257017
 261 -0.379181305878 -0.379287827799  5.458856294648
 262 -0.318193859128 -0.318392415263  5.429197604690
 263 -0.258643291307 -0.258926064012  5.399594305555
 264 -0.201071233361 -0.201428697985  5.370046515240
 265 -0.145958155147 -0.146379536410  5.340554351373
 266 -0.093715450979 -0.094189201535  5.311117931266
 267 -0.044680524940 -0.045194796052  5.281737371960
 268  0.000885168456  0.000342090322  5.252412790265
 269  0.042795336236  0.042234647440  5.223144302781
 270  0.080935648422  0.080367714754  5.193932025914
 271  0.115258554214  0.114692673260  5.164776075878
 272  0.145776584664  0.145220824954  5.135676568693
 273  0.172554621708  0.172015734463  5.106633620178
 274  0.195701589039  0.195184984478  5.077647345946
 275  0.215361971622  0.214871749317  5.048717861401
 276  0.231707506104  0.231246527679  5.019845281736
 277  0.244929312071  0.244499304484  4.991029721935
 278  0.255230660931  0.254832339344  4.962271296779
 279  0.262820510594  0.262453711242  4.933570120850
 280  0.267907873742  0.267571688884  4.904926308540
 281  0.270697037583  0.270389946503  4.876339974055
 282  0.271383614424  0.271103606247  4.847811231423
 283  0.270151375155  0.269896060948  4.819340194493
 284  0.267169800961  0.266936514099  4.790926976947
 285  0.262592281255  0.262378166328  4.762571692291
 286  0.256554886548  0.256356978167  4.734274453861
 287  0.249175652465  0.248990946236  4.706035374822
 288  0.240554324169  0.240379842795  4.677854568162
 289  0.230772527787  0.230605385758  4.649732146692
 290  0.219894355780  0.219731826397  4.621668223043
 291  0.207967375107  0.207806963483  4.593662909659
 292  0.195024088264  0.194863613388  4.565716318795
 293  0.181083894971  0.180921582666  4.537828562516
 294  0.166155612121  0.165990198459  4.509999752683
 295  0.150240605900  0.150071447273  4.482230000957
 296  0.133336565931  0.133163747300  4.454519418794
 297  0.115441899560  0.115266326812  4.426868117440
 298  0.096560639833  0.096384096452  4.399276207931
 299  0.076707643052  0.076532787102  4.371743801102
 300  0.055913710695  0.055743987694  4.344271007588
 301  0.034230129107  0.034069582300  4.316857937835
 302  0.011732016589  0.011584990082  4.289504702109
 303 -0.011480151136 -0.011609399381  4.262211410492
 304 -0.035281356008 -0.035389089220  4.234978172887
 305 -0.059525453778 -0.059608875862  4.207805098993
 306 -0.084051068729 -0.084108655380  4.180692298295
 307 -0.108689411386 -0.108721089172  4.153639880040
 308 -0.133273090220 -0.133280227713  4.126647953230
 309 -0.157644783694 -0.157629997554  4.099716626626
 310 -0.181664667495 -0.181631484360  4.072846008753
 311 -0.205215745516 -0.205168185719  4.046036207923
 312 -0.228206634595 -0.228148789928  4.019287332240
 313 -0.250571788303 -0.250507454373  3.992599489617
 314 -0.272269507688 -0.272201908834  3.965972787766
 315 -0.293278312086 -0.293209931832  3.939407334203
 316 -0.313592317550 -0.313524827221  3.912903236233
 317 -0.333216222185 -0.333150487783  3.886460600950
 318 -0.352160374432 -0.352096517295  3.860079535231
 319 -0.370436249945 -0.370373738010  3.833760145730
 320 -0.388052520863 -0.387990272029  3.807502538883
 321 -0.405011788118 -0.404948272921  3.781306820902
 322 -0.421307969418 -0.421241305661  3.755173097779
 323 -0.436924290590 -0.436852326834  3.729101475284
 324 -0.451831809139 -0.451752197032  3.703092058964
 325 -0.465988398646 -0.465898655922  3.677144954144
 326 -0.479338133731 -0.479235700754  3.651260265924
 327 -0.491811032491 -0.491693325539  3.625438099178
 328 -0.503323132481 -0.503187596938  3.599678558548
 329 -0.513776895024 -0.513621061299  3.573981748446
 330 -0.523061949119 -0.522883493600  3.548347773045
 331 -0.531056199469 -0.530853012174  3.522776736277
 332 -0.537627332368 -0.537397592182  3.497268741827
 333 -0.542634757653 -0.542377015181  3.471823893130
 334 -0.545932024145 -0.545645291177  3.446442293360
 335 -0.547369739159 -0.547053582660  3.421124045432
 336 -0.546799009356 -0.546453646696  3.395869251994
 337 -0.544075399962 -0.543701790855  3.370678015428
 338 -0.539063382054 -0.538663311517  3.345550437853
 339 -0.531641203748 -0.531217349337  3.320486621134
 340 -0.521706081602 -0.521262057476  3.295486666895
