GridP      S_expected         S_actual            Error 
 195  0.000000000000  0.000000000000  0.000000000000
 196 -1.845051357530 -0.910088957178 21.077209569622
 197 -1.697918083593 -0.780749236423 20.336943604109
 198 -1.560103132211 -0.660581085243 19.611109695410
 199 -1.432070427771 -0.550101420430 18.899711840642
 200 -1.314763507421 -0.450251231547 18.202749546975
 201 -1.208642078489 -0.361487839699 17.520216413886
 202 -1.113397829344 -0.283500708553 16.852101192217
 203 -1.028135271230 -0.215392286215 16.198388277242
 204 -0.951687370905 -0.155993637795 15.559057722352
 205 -0.882869093722 -0.104117988300 14.934085063124
 206 -0.820619707576 -0.058703026275 14.323441144729
 207 -0.764057426942 -0.018865547418 13.727092015739
 208 -0.712484045751  0.016093913073 13.144998883633
 209 -0.665367619381  0.046708399166 12.577118109204
 210 -0.622318203178  0.073368796236 12.023401219275
 211 -0.583061495557  0.096350188835 11.483794922924
 212 -0.547408080935  0.115842618755 10.958241120170
 213 -0.515210691552  0.131993824303 10.446676894533
 214 -0.486298809023  0.144974639961  9.949034486261
 215 -0.460382762347  0.155074899694  9.465241259435
 216 -0.436936421795  0.162820744495  8.995219710706
 217 -0.415106098060  0.169065724769  8.538887608215
 218 -0.393740748763  0.174960595468  8.096158335057
 219 -0.371637553467  0.181707742820  7.666941353068
 220 -0.347972630951  0.190130468911  7.251142450152
 221 -0.322679362656  0.200294670189  6.848663429597
 222 -0.296477272769  0.211479959432  6.459401386053
 223 -0.270502152829  0.222549543291  6.083248192439
 224 -0.245809952995  0.232446333275  5.720090601303
 225 -0.223065154111  0.240504576029  5.369810741808
 226 -0.202500763282  0.246489860198  5.032286570455
 227 -0.184042860849  0.250474571982  4.707392078036
 228 -0.167464627570  0.252683870574  4.394997313165
 229 -0.152498940494  0.253383095004  4.094968344138
 230 -0.138898481642  0.252817658246  3.807167231510
 231 -0.126458101552  0.251190686560  3.531452030943
 232 -0.115016798656  0.248661043075  3.267676821250
 233 -0.104451288989  0.245349761130  3.015691747603
 234 -0.094667565883  0.241348487694  2.775343072138
 235 -0.085593203550  0.236727182992  2.546473227333
 236 -0.077171247239  0.231540233607  2.328920869719
 237 -0.069355695051  0.225830974024  2.122520932575
 238 -0.062108289349  0.219634898618  1.927104676655
 239 -0.055396291738  0.212981890166  1.742499737931
 240 -0.049190960203  0.205897746243  1.568530170967
 241 -0.043466511925  0.198405220017  1.405016485833
 242 -0.038199414313  0.190524732879  1.251775675427
 243 -0.033367892663  0.182274870506  1.108621228381
 244 -0.028951575424  0.173672741372  0.975363120049
 245 -0.024931219626  0.164734255141  0.851807769755
 246 -0.021288472189  0.155474365240  0.737757945220
 247 -0.018005630032  0.145907312666  0.633012582740
 248 -0.015065365946  0.136046904083  0.537366469966
 249 -0.012450392060  0.125906852354  0.450609698991
 250 -0.010143045671  0.115501194760  0.372526724610
 251 -0.008124815946  0.104844770373  0.302894723086
 252 -0.006375905069  0.093953663019  0.241480670965
 253 -0.004875056368  0.082845377292  0.188036003053
 254 -0.003600083394  0.071538313635  0.142286546948
 255 -0.002529699428  0.060049943032  0.103913022293
 256 -0.001647070151  0.048393258537  0.072512627923
 257 -0.000944484653  0.036572108496  0.047524374474
 258 -0.000426496090  0.024578060135  0.028095468283
 259 -0.000107268216  0.012393057280  0.012894531448
 260  0.000000000000  0.000000488269  0.000000488269
