GridP      S_expected         S_actual            Error 
  27  0.000000000000  0.000000000000  0.000000000000
  28 -1.845051357530 -0.907917037217 21.075487504579
  29 -0.951687370905 -0.157050020849 15.557459064447
  30 -0.547408080935  0.114916722506 10.957784064635
  31 -0.347972630951  0.189344310715  7.250721083927
  32 -0.167464627570  0.252045305465  4.394648200857
  33 -0.077171247239  0.231055641916  2.328787834447
  34 -0.028951575424  0.173346964979  0.975269914312
  35 -0.006375905069  0.093789956975  0.241416311742
  36  0.000000000000  0.000249583646  0.000249583646
