GridP      S_expected         S_actual            Error 
  34  0.000000000000  0.000000000000  0.000000000000
  35 -0.109338394847 -0.022292222298  0.087046172550
  36 -0.099643354478 -0.016419719038  0.083223635440
  37 -0.089647492917 -0.011443858121  0.078203634797
  38 -0.078548282647 -0.008803231994  0.069745050653
  39 -0.067382935768 -0.007427579015  0.059955356753
  40 -0.056399773235 -0.007239365419  0.049160407817
  41 -0.046519163767 -0.006795149521  0.039724014246
  42 -0.038536196361 -0.004261822925  0.034274373436
  43 -0.031035301007 -0.002351654766  0.028683646241
  44 -0.023991431571 -0.001416578485  0.022574853086
  45 -0.017733590770 -0.000866496396  0.016867094374
  46 -0.012372081752 -0.000499834099  0.011872247652
  47 -0.007946873692 -0.000259818711  0.007687054981
  48 -0.004481719152 -0.000119493944  0.004362225208
  49 -0.001994561202 -0.000053693714  0.001940867488
  50 -0.000498898954 -0.000021934635  0.000476964319
  51  0.000000000000  0.000000000000  0.000000000000
