GridP      S_expected         S_actual            Error 
   1 -0.057190626592  0.000000000000  9.540764286686
   2 -0.057204582851  0.868835909863 20.705277979288
   3 -0.058070153549  0.859112533162 20.336953780282
   4 -0.059680628089  0.848667017566 19.972236314535
   5 -0.061916387294  0.837619325870 19.611126452329
   6 -0.064649730166  0.826097492634 19.253624716530
   7 -0.067749731809  0.814232766248 18.899731286396
   8 -0.071087023052  0.802154829295 18.549446006177
   9 -0.074538253396  0.789987335605 18.202768395681
  10 -0.077989911794  0.777844089460 17.859697660339
  11 -0.081341193044  0.765826179204 17.520232699155
  12 -0.084505705847  0.754020269178 17.184372109942
  13 -0.087411974544  0.742498097985 16.852114192015
  14 -0.090002835779  0.731317081826 16.523456946932
  15 -0.092233938385  0.720521814624 16.198398077989
  16 -0.094071610905  0.710146200496 15.876934989104
  17 -0.095490379309  0.700215936054 15.559064783534
  18 -0.096470421489  0.690751055916 15.244784262724
  19 -0.096995259580  0.681768240390 14.934089925436
  20 -0.097050029157  0.673282546295 14.626977967183
  21 -0.096620711681  0.665308174527 14.323444279985
  22 -0.095694711069  0.657857893505 14.023484452383
  23 -0.094262980666  0.650940912215 13.727093769673
  24 -0.092323450292  0.644559453188 13.434267214305
  25 -0.089884814279  0.638704964476 13.144999466403
  26 -0.086969192734  0.633355458420 12.859284904373
  27 -0.083612322895  0.628475320312 12.577117605557
  28 -0.079860952718  0.624017914838 12.298491346926
  29 -0.075768399837  0.619930027147 12.023399605770
  30 -0.071389905126  0.616156509317 11.751835560382
  31 -0.066779127137  0.612643785950 11.483792090708
  32 -0.061986327773  0.609341668532 11.219261778943
  33 -0.057058096296  0.606203631460 10.958236910073
  34 -0.052038120899  0.603186040508 10.700709472348
  35 -0.046968484899  0.600246856669 10.446671157684
  36 -0.041891072588  0.597344230354 10.196113362047
  37 -0.036848796813  0.594435273840  9.949027185863
  38 -0.031886457732  0.591475202570  9.705403434573
  39 -0.027051107151  0.588416970855  9.465232619499
  40 -0.022391841410  0.585211479039  9.228504959229
  41 -0.017958995236  0.581808379689  8.995210381750
  42 -0.013802770631  0.578157448766  8.765338527504
  43 -0.009971408813  0.574210413726  8.538878753391
  44 -0.006509087339  0.569923056460  8.315820137483
  45 -0.003453776626  0.565257356826  8.096151483866
  46 -0.000835296865  0.560183435784  7.879861326704
  47  0.001326232464  0.554681105954  7.666937932519
  48  0.003021448463  0.548740927532  7.457369299897
  49  0.004252296839  0.542364760390  7.251143156455
  50  0.005032122294  0.535565854514  7.048246953750
  51  0.005385328847  0.528368510403  6.848667861538
  52  0.005346590136  0.520807289433  6.652392763096
  53  0.004959549748  0.512925714253  6.459408252950
  54  0.004274971346  0.504774418984  6.269700637599
  55  0.003348387127  0.496408797749  6.083255938895
  56  0.002237414669  0.487886321587  5.900059899130
  57  0.000999008972  0.479263790579  5.720097986668
  58 -0.000313054485  0.470594816968  5.543355401157
  59 -0.001650217027  0.461927787959  5.369817077761
  60 -0.002970545005  0.453304457578  5.199467690256
  61 -0.004239473571  0.444759202970  5.032291653126
  62 -0.005429946793  0.436318884373  4.868273122928
  63 -0.006522076059  0.428003186790  4.707395999237
  64 -0.007502462802  0.419825297350  4.549643925408
  65 -0.008363326463  0.411792777434  4.395000289325
  66 -0.009101555713  0.403908511533  4.243448224258
  67 -0.009717770878  0.396171644918  4.094970609836
  68 -0.010215455593  0.388578452071  3.949550073182
  69 -0.010600190351  0.381123103227  3.807168990166
  70 -0.010879001236  0.373798315736  3.667809486775
  71 -0.011059823777  0.366595890300  3.531453440565
  72 -0.011151073571  0.359507140441  3.398082482178
  73 -0.011161310894  0.352523227995  3.267677996906
  74 -0.011098984748  0.345635419152  3.140221126287
  75 -0.010972241822  0.338835275601  3.015692769719
  76 -0.010788786829  0.332114794285  2.894073586086
  77 -0.010555782272  0.325466507745  2.775343995391
  78 -0.010279777481  0.318883555174  2.659484180380
  79 -0.009966658841  0.312359732300  2.546474088164
  80 -0.009621615388  0.305889525891  2.436293431831
  81 -0.009249116812  0.299468135857  2.328921692031
  82 -0.008852904642  0.293091484169  2.224338118544
  83 -0.008436002449  0.286756204769  2.122521731811
  84 -0.008000757134  0.280459602384  2.023451324433
  85 -0.007548929330  0.274199562236  1.927105462607
  86 -0.007081852354  0.267974391203  1.833462487516
  87 -0.006600668653  0.261782581477  1.742500516628
  88 -0.006106623659  0.255622516829  1.654197444908
  89 -0.005601353846  0.249492184662  1.568530945912
  90 -0.005087074207  0.243388988643  1.485478472739
  91 -0.004566586158  0.237309740925  1.405017258806
  92 -0.004043097983  0.231250841808  1.327124318403
  93 -0.003519933022  0.225208571674  1.251776446993
  94 -0.003000236592  0.219179384176  1.178950221166
  95 -0.002486765597  0.213160116757  1.108621998204
  96 -0.001981789006  0.207148090283  1.040767915123
  97 -0.001487083259  0.201141113759  0.975363887095
  98 -0.001003989001  0.195137427718  0.912385605072
  99 -0.000533497613  0.189135617808  0.851808532423
 100 -0.000076345891  0.183134520238  0.793607900309
 101  0.000366892930  0.177133130875  0.737758701462
 102  0.000795726582  0.171130522776  0.684235681930
 103  0.001209670322  0.165125772868  0.633013330196
 104  0.001608181385  0.159117896525  0.584065862905
 105  0.001990599392  0.153105788106  0.537367206174
 106  0.002356090762  0.147088165487  0.492890971114
 107  0.002703595521  0.141063517002  0.450610421686
 108  0.003031775456  0.135030049719  0.410498432370
 109  0.003338963201  0.128985638661  0.372527432149
 110  0.003623112730  0.122927777420  0.336669329969
 111  0.003881752701  0.116853531631  0.302895414947
 112  0.004111945420  0.110759498072  0.271176221808
 113  0.004310255805  0.104641773745  0.241481348119
 114  0.004472736666  0.098495941299  0.213779204130
 115  0.004594938973  0.092317079420  0.188036667756
 116  0.004671958231  0.086099809339  0.164218605256
 117  0.004698530485  0.079838390971  0.142287201082
 118  0.004669193117  0.073526883838  0.122201016349
 119  0.004578525590  0.067159387947  0.103913663124
 120  0.004421482349  0.060730376826  0.087371941185
 121  0.004193822621  0.054235127455  0.072513240660
 122  0.003892628561  0.047670238537  0.059261985639
 123  0.003516883399  0.041034208791  0.047524923609
 124  0.003068056409  0.034328022041  0.037185237235
 125  0.002550615662  0.027555660113  0.028095894902
 126  0.001972370281  0.020724445213  0.020073472460
 127  0.001344540759  0.013845110387  0.012894767509
 128  0.000681477817  0.006931518506  0.006299286129
 129  0.000000000000  0.000000000000  0.000000000000
