GridP      S_expected         S_actual            Error 
  33  0.000000000000  0.000000000000  0.000000000000
  34 -0.564674516399 -0.522278022397  5.548325536656
  35 -0.093715450979 -0.121916315366  5.311169539403
  36  0.195701589039  0.163540822776  5.077722292456
  37  0.271383614424  0.253086555180  4.847827036643
  38  0.219894355780  0.209023349467  4.621671002809
  39  0.096560639833  0.085774486483  4.399285427346
  40 -0.084051068729 -0.087637864363  4.180693959496
  41 -0.272269507688 -0.268403111299  3.965978608966
  42 -0.421307969418 -0.416605964095  3.755184824544
  43 -0.523061949119 -0.511132179886  3.548382818597
  44 -0.539063382054 -0.513894193154  3.345664824827
  45 -0.407276793068 -0.380742126942  3.146961194827
  46 -0.143933315784 -0.140884732740  2.952250982667
  47  0.102665910912  0.083983477378  2.761897923859
  48  0.212455913555  0.195202046585  2.575723870544
  49  0.207126596174  0.199881052390  2.393798178307
  50  0.157942710085  0.156819768640  2.216239636162
  51  0.107487064435  0.108349421552  2.043067989956
  52  0.068809351009  0.069846922936  1.874319585944
  53  0.042045190204  0.042706952263  1.710039972185
  54  0.023708880006  0.023831813949  1.550274265743
  55  0.009856025708  0.009545802430  1.395066218577
  56 -0.001963903446 -0.002053942975  1.244458154592
  57 -0.010522139662 -0.010445727548  1.098491659424
  58 -0.015312816443 -0.015483186223  0.957207192857
  59 -0.018020023434 -0.018340126143  0.820644248046
  60 -0.019404351202 -0.019729571499  0.688841223562
  61 -0.019221526958 -0.019430616825  0.561835543953
  62 -0.016855215305 -0.016834122121  0.439663618797
  63 -0.011998157493 -0.011730653850  0.322360722790
  64 -0.005739708974 -0.005444129509  0.209960478834
  65 -0.001095751958 -0.001012994772  0.102495634995
  66  0.000000000000  0.000000000000  0.000000000000
