GridP      S_expected         S_actual            Error 
   1 -0.057190626592  0.000000000000  9.540759711051
   2 -0.074538253396  0.789707792698 18.202359210366
   3 -0.095490379309  0.699951739686 15.558916077326
   4 -0.089884814279  0.638456775000 13.144984863652
   5 -0.057058096296  0.605972069220 10.958321595279
   6 -0.017958995236  0.581594023471  8.995410205724
   7  0.004252296839  0.542168145971  7.251127331798
   8  0.000999008972  0.479085409395  5.719938864703
   9 -0.008363326463  0.411633075343  4.394938385645
  10 -0.011161310894  0.352382604170  3.267653394106
  11 -0.009249116812  0.299346941784  2.328904330502
  12 -0.005601353846  0.249390723263  1.568514574806
  13 -0.001487083259  0.201059638635  0.975347697329
  14  0.001990599392  0.153044502903  0.537351664624
  15  0.004310255805  0.104600831644  0.241467068604
  16  0.004193822621  0.054214630788  0.072500407294
  17  0.000000000000  0.000000000000  0.000000000000
