GridP      S_expected         S_actual            Error 
1539  0.000000000000  0.000000000000  0.000000000000
1540 -1.845051357530 -0.910125394131 21.077207922550
1541 -1.826127875202 -0.893424929127 20.983887917305
1542 -1.807362862774 -0.876880675256 20.890793221692
1543 -1.788752228321 -0.860489409903 20.797923820064
1544 -1.770292570110 -0.844247725674 20.705279734366
1545 -1.751981147443 -0.828152876244 20.612860985322
1546 -1.733815847628 -0.812202743337 20.520667592438
1547 -1.715795149455 -0.796395800200 20.428699573998
1548 -1.697918083593 -0.780731071992 20.336956947064
1549 -1.680184190357 -0.765208093562 20.245439727475
1550 -1.662593475366 -0.749826865103 20.154147929851
1551 -1.645146363595 -0.734587806199 20.063081567585
1552 -1.627843652360 -0.719491708816 19.972240652850
1553 -1.610686463770 -0.704539689756 19.881625196596
1554 -1.593676197177 -0.689733143096 19.791235208550
1555 -1.576814482112 -0.675073693140 19.701070697219
1556 -1.560103132211 -0.660563148327 19.611131669885
1557 -1.543544100545 -0.646203456579 19.521418132613
1558 -1.527139436775 -0.631996662441 19.431930090243
1559 -1.510891246479 -0.617944866417 19.342667546398
1560 -1.494801652941 -0.604050186758 19.253630503482
1561 -1.478872761677 -0.590314723982 19.164818962680
1562 -1.463106627866 -0.576740528312 19.076232923959
1563 -1.447505226848 -0.563329570172 18.987872386070
1564 -1.432070427771 -0.550083713833 18.899737346551
1565 -1.416803970433 -0.537004694255 18.811827801720
1566 -1.401707445306 -0.524094097109 18.724143746687
1567 -1.386782276703 -0.511353341952 18.636685175345
1568 -1.372029709008 -0.498783668446 18.549452080377
1569 -1.357450795833 -0.486386125524 18.462444453256
1570 -1.343046391986 -0.474161563351 18.375662284242
1571 -1.328817148050 -0.462110627911 18.289105562389
1572 -1.314763507421 -0.450233758035 18.202774275541
1573 -1.300885705577 -0.438531184681 18.116668410334
1574 -1.287183771396 -0.427002932244 18.030787952198
1575 -1.273657530297 -0.415648821696 17.945132885357
1576 -1.260306608991 -0.404468475346 17.859703192827
