         Delta_r             ROC
  0.600000000000  0.028412207029
  0.555555555556  0.041825160346
  0.529411764706  0.053806567194
  0.515151515152  0.012739568073
  0.507692307692  0.010322507451
  0.503875968992  0.005414851458
  0.501945525292  0.002746188970
  0.500974658869  0.001381715797
