               (0.0000000000000000,0.0000000000000000)
  (3.54915549818706488E-002,-3.48288901335276346E-002)
               (0.0000000000000000,0.0000000000000000)
               (0.0000000000000000,0.0000000000000000)
               (0.0000000000000000,0.0000000000000000)
             (0.12161089285957061,0.12392469796681073)
             (0.44505881198025488,0.45352663363626255)
             (0.11144865872185093,0.11356911413242615)
               (0.0000000000000000,0.0000000000000000)
               (0.0000000000000000,0.0000000000000000)
               (2.5241450888095067,2.5721702258721608)
               (18.384220553538324,18.734004215251296)
               (6.4545255975739284,6.5773313260864263)
               (0.0000000000000000,0.0000000000000000)
               (0.0000000000000000,0.0000000000000000)
               (0.0000000000000000,0.0000000000000000)
               (0.0000000000000000,0.0000000000000000)
               (0.0000000000000000,0.0000000000000000)
               (3.0382302728097264,3.0960365478614085)
               (1.6622325965054687,1.6938587295075433)
