           8             (-0.12934783176819448,16.141115635413122)              (0.85565950652538481,0.0000000000000000)
           9              (0.12983580661229815,16.202009260595545)              (0.85888754914963916,0.0000000000000000)
          12            (-0.21356094166355133,-15.629273397593593)               (1.0331156440114753,0.0000000000000000)
          13             (0.21366188800468211,-15.636661068540086)               (1.0336039788325178,0.0000000000000000)
