      radius         M_x     M_theta  A_expected    A_actual
     0.20000     0.04493     0.36408     0.94924     0.94924
     0.20156     0.04500     0.36512     0.94943     0.94943
     0.20312     0.04507     0.36615     0.94963     0.94963
     0.20469     0.04514     0.36717     0.94982     0.94982
     0.20625     0.04521     0.36818     0.95002     0.95002
     0.20781     0.04529     0.36918     0.95021     0.95021
     0.20937     0.04536     0.37017     0.95041     0.95041
     0.21094     0.04543     0.37116     0.95060     0.95060
     0.21250     0.04550     0.37214     0.95080     0.95080
     0.21406     0.04557     0.37311     0.95099     0.95099
     0.21562     0.04564     0.37407     0.95118     0.95118
     0.21719     0.04571     0.37502     0.95138     0.95138
     0.21875     0.04578     0.37597     0.95157     0.95157
     0.22031     0.04585     0.37690     0.95176     0.95176
     0.22187     0.04593     0.37783     0.95195     0.95195
     0.22344     0.04600     0.37875     0.95214     0.95214
     0.22500     0.04607     0.37967     0.95233     0.95233
     0.22656     0.04614     0.38057     0.95252     0.95252
     0.22812     0.04621     0.38147     0.95271     0.95271
     0.22969     0.04629     0.38236     0.95290     0.95290
     0.23125     0.04636     0.38325     0.95309     0.95309
     0.23281     0.04643     0.38412     0.95328     0.95328
     0.23437     0.04650     0.38499     0.95347     0.95347
     0.23594     0.04658     0.38585     0.95366     0.95366
     0.23750     0.04665     0.38671     0.95385     0.95385
     0.23906     0.04672     0.38755     0.95403     0.95403
     0.24062     0.04680     0.38839     0.95422     0.95422
     0.24219     0.04687     0.38922     0.95441     0.95441
     0.24375     0.04694     0.39005     0.95459     0.95459
     0.24531     0.04702     0.39087     0.95478     0.95478
     0.24687     0.04709     0.39168     0.95497     0.95497
     0.24844     0.04716     0.39248     0.95515     0.95515
     0.25000     0.04724     0.39328     0.95534     0.95534
     0.25156     0.04731     0.39407     0.95552     0.95552
     0.25312     0.04738     0.39485     0.95571     0.95571
     0.25469     0.04746     0.39563     0.95589     0.95589
     0.25625     0.04753     0.39640     0.95607     0.95607
     0.25781     0.04761     0.39716     0.95626     0.95626
     0.25937     0.04768     0.39792     0.95644     0.95644
     0.26094     0.04776     0.39867     0.95662     0.95662
     0.26250     0.04783     0.39941     0.95680     0.95680
     0.26406     0.04791     0.40015     0.95698     0.95698
     0.26562     0.04798     0.40088     0.95716     0.95716
     0.26719     0.04806     0.40160     0.95735     0.95735
     0.26875     0.04813     0.40232     0.95753     0.95753
     0.27031     0.04821     0.40303     0.95771     0.95771
     0.27187     0.04828     0.40374     0.95789     0.95789
     0.27344     0.04836     0.40443     0.95806     0.95806
     0.27500     0.04843     0.40513     0.95824     0.95824
     0.27656     0.04851     0.40581     0.95842     0.95842
     0.27812     0.04858     0.40649     0.95860     0.95860
     0.27969     0.04866     0.40716     0.95878     0.95878
     0.28125     0.04874     0.40783     0.95896     0.95896
     0.28281     0.04881     0.40849     0.95913     0.95913
     0.28437     0.04889     0.40915     0.95931     0.95931
     0.28594     0.04897     0.40980     0.95949     0.95949
     0.28750     0.04904     0.41044     0.95966     0.95966
     0.28906     0.04912     0.41108     0.95984     0.95984
     0.29062     0.04920     0.41171     0.96001     0.96001
     0.29219     0.04927     0.41233     0.96019     0.96019
     0.29375     0.04935     0.41295     0.96036     0.96036
     0.29531     0.04943     0.41357     0.96054     0.96054
     0.29687     0.04950     0.41417     0.96071     0.96071
     0.29844     0.04958     0.41477     0.96088     0.96088
     0.30000     0.04966     0.41537     0.96106     0.96106
