 Grid PointsL2 of Source Term
           3   3.4727260710782520E-003
           5   2.6899620477627163E-003
           9   2.0049793318827895E-003
          17   1.4588367463276781E-003
          33   1.0470663069999516E-003
          65   7.4606123785979199E-004
         129   5.2958576097539300E-004
         257   3.7520152349771846E-004
         513   2.6556600003218439E-004
        1025   1.8787509886117142E-004
