     radius          vR         vTh          vX          Pr 
  0.000000000000  0.000000000000  0.000000000000  0.000000000000  0.000000000000
  0.015625000000  0.000000000000  0.000000000000  0.000000000000  0.000724792480
  0.031250000000  0.000000000000  0.000000000000  0.000000000000  0.002868652344
  0.046875000000  0.000000000000  0.000000000000  0.000000000000  0.006385803223
  0.062500000000  0.000000000000  0.000000000000  0.000000000000  0.011230468750
  0.078125000000  0.000000000000  0.000000000000  0.000000000000  0.017356872559
  0.093750000000  0.000000000000  0.000000000000  0.000000000000  0.024719238281
  0.109375000000  0.000000000000  0.000000000000  0.000000000000  0.033271789551
  0.125000000000  0.000000000000  0.000000000000  0.000000000000  0.042968750000
  0.140625000000  0.000000000000  0.000000000000  0.000000000000  0.053764343262
  0.156250000000  0.000000000000  0.000000000000  0.000000000000  0.065612792969
  0.171875000000  0.000000000000  0.000000000000  0.000000000000  0.078468322754
  0.187500000000  0.000000000000  0.000000000000  0.000000000000  0.092285156250
  0.203125000000  0.000000000000  0.000000000000  0.000000000000  0.107017517090
  0.218750000000  0.000000000000  0.000000000000  0.000000000000  0.122619628906
  0.234375000000  0.000000000000  0.000000000000  0.000000000000  0.139045715332
  0.250000000000  0.000000000000  0.000000000000  0.000000000000  0.156250000000
  0.265625000000  0.000000000000  0.000000000000  0.000000000000  0.174186706543
  0.281250000000  0.000000000000  0.000000000000  0.000000000000  0.192810058594
  0.296875000000  0.000000000000  0.000000000000  0.000000000000  0.212074279785
  0.312500000000  0.000000000000  0.000000000000  0.000000000000  0.231933593750
  0.328125000000  0.000000000000  0.000000000000  0.000000000000  0.252342224121
  0.343750000000  0.000000000000  0.000000000000  0.000000000000  0.273254394531
  0.359375000000  0.000000000000  0.000000000000  0.000000000000  0.294624328613
  0.375000000000  0.000000000000  0.000000000000  0.000000000000  0.316406250000
  0.390625000000  0.000000000000  0.000000000000  0.000000000000  0.338554382324
  0.406250000000  0.000000000000  0.000000000000  0.000000000000  0.361022949219
  0.421875000000  0.000000000000  0.000000000000  0.000000000000  0.383766174316
  0.437500000000  0.000000000000  0.000000000000  0.000000000000  0.406738281250
  0.453125000000  0.000000000000  0.000000000000  0.000000000000  0.429893493652
  0.468750000000  0.000000000000  0.000000000000  0.000000000000  0.453186035156
  0.484375000000  0.000000000000  0.000000000000  0.000000000000  0.476570129395
  0.500000000000  0.000000000000  0.000000000000  0.000000000000  0.500000000000
  0.515625000000  0.000000000000  0.000000000000  0.000000000000  0.523429870605
  0.531250000000  0.000000000000  0.000000000000  0.000000000000  0.546813964844
  0.546875000000  0.000000000000  0.000000000000  0.000000000000  0.570106506348
  0.562500000000  0.000000000000  0.000000000000  0.000000000000  0.593261718750
  0.578125000000  0.000000000000  0.000000000000  0.000000000000  0.616233825684
  0.593750000000  0.000000000000  0.000000000000  0.000000000000  0.638977050781
  0.609375000000  0.000000000000  0.000000000000  0.000000000000  0.661445617676
  0.625000000000  0.000000000000  0.000000000000  0.000000000000  0.683593750000
  0.640625000000  0.000000000000  0.000000000000  0.000000000000  0.705375671387
  0.656250000000  0.000000000000  0.000000000000  0.000000000000  0.726745605469
  0.671875000000  0.000000000000  0.000000000000  0.000000000000  0.747657775879
  0.687500000000  0.000000000000  0.000000000000  0.000000000000  0.768066406250
  0.703125000000  0.000000000000  0.000000000000  0.000000000000  0.787925720215
  0.718750000000  0.000000000000  0.000000000000  0.000000000000  0.807189941406
  0.734375000000  0.000000000000  0.000000000000  0.000000000000  0.825813293457
  0.750000000000  0.000000000000  0.000000000000  0.000000000000  0.843750000000
  0.765625000000  0.000000000000  0.000000000000  0.000000000000  0.860954284668
  0.781250000000  0.000000000000  0.000000000000  0.000000000000  0.877380371094
  0.796875000000  0.000000000000  0.000000000000  0.000000000000  0.892982482910
  0.812500000000  0.000000000000  0.000000000000  0.000000000000  0.907714843750
  0.828125000000  0.000000000000  0.000000000000  0.000000000000  0.921531677246
  0.843750000000  0.000000000000  0.000000000000  0.000000000000  0.934387207031
  0.859375000000  0.000000000000  0.000000000000  0.000000000000  0.946235656738
  0.875000000000  0.000000000000  0.000000000000  0.000000000000  0.957031250000
  0.890625000000  0.000000000000  0.000000000000  0.000000000000  0.966728210449
  0.906250000000  0.000000000000  0.000000000000  0.000000000000  0.975280761719
  0.921875000000  0.000000000000  0.000000000000  0.000000000000  0.982643127441
  0.937500000000  0.000000000000  0.000000000000  0.000000000000  0.988769531250
  0.953125000000  0.000000000000  0.000000000000  0.000000000000  0.993614196777
  0.968750000000  0.000000000000  0.000000000000  0.000000000000  0.997131347656
  0.984375000000  0.000000000000  0.000000000000  0.000000000000  0.999275207520
  1.000000000000  0.000000000000  0.000000000000  0.000000000000  1.000000000000
