     radius          vR         vTh          vX          Pr 
  0.250000000000  0.017349640934  0.750000000000  0.812494325524  0.837766919201
  0.252717391304  0.017441333199  0.750000003542  0.812495265830  0.839430322328
  0.255434782609  0.017526225111  0.750000007410  0.812496050358  0.841089504748
  0.258152173913  0.017604377277  0.750000011958  0.812496704922  0.842748695757
  0.260869565217  0.017675850427  0.750000017605  0.812497251059  0.844412864581
  0.263586956522  0.017740705405  0.750000024869  0.812497706737  0.846087839066
  0.266304347826  0.017799003173  0.750000034417  0.812498086952  0.847780435906
  0.269021739130  0.017850804808  0.750000047127  0.812498404214  0.849498600151
  0.271739130435  0.017896171498  0.750000064165  0.812498668962  0.851251549758
  0.274456521739  0.017935164543  0.750000087098  0.812498889910  0.853049918086
  0.277173913043  0.017967845348  0.750000118031  0.812499074327  0.854905883389
  0.279891304348  0.017994275427  0.750000159807  0.812499228283  0.856833269363
  0.282608695652  0.018014516398  0.750000216261  0.812499356842  0.858847594567
  0.285326086957  0.018028629977  0.750000292581  0.812499464237  0.860966041282
  0.288043478261  0.018036677980  0.750000395777  0.812499554000  0.863207306566
  0.290760869565  0.018038722319  0.750000535327  0.812499629087  0.865591291145
  0.293478260870  0.018034825000  0.750000724050  0.812499691967  0.868138577208
  0.296195652174  0.018025048117  0.750000979282  0.812499744711  0.870869647133
  0.298913043478  0.018009453853  0.750001324466  0.812499789053  0.873803805625
  0.301630434783  0.017988104475  0.750001791307  0.812499826454  0.876957791893
  0.304347826087  0.017961062332  0.750002422685  0.812499858143  0.880344110072
  0.307065217391  0.017928389849  0.750003276588  0.812499885164  0.883969165896
  0.309782608696  0.017890149529  0.750004431441  0.812499908406  0.887831371099
  0.312500000000  0.017846403945  0.750005993301  0.812499928634  0.891919451715
  0.315217391304  0.017797215740  0.750008105591  0.812499946513  0.896211251723
  0.317934782609  0.017742647621  0.750010962256  0.812499962632  0.900673333441
  0.320652173913  0.017682762358  0.750014825548  0.812499977521  0.905261618065
  0.323369565217  0.017617622779  0.750020050059  0.812499991671  0.909923175887
  0.326086956522  0.017547291768  0.750027115183  0.812500005547  0.914599082778
  0.328804347826  0.017471832260  0.750036668962  0.812500019605  0.919228050821
  0.331521739130  0.017391307239  0.750049587253  0.812500034308  0.923750375179
  0.334239130435  0.017305779735  0.750067053540  0.812500050140  0.928111668505
  0.336956521739  0.017215312817  0.750090666457  0.812500067622  0.932265901922
  0.339673913043  0.017119969593  0.750122584467  0.812500087330  0.936177421979
  0.342391304348  0.017019813208  0.750165720180  0.812500109911  0.939821817882
  0.345108695652  0.016914906834  0.750224000689  0.812500136110  0.943185713664
  0.347826086957  0.016805313673  0.750302715153  0.812500166787  0.946265707833
  0.350543478261  0.016691096953  0.750408976718  0.812500202954  0.949066756290
  0.353260869565  0.016572319919  0.750552332442  0.812500245799  0.951600296406
  0.355978260870  0.016449045836  0.750745561459  0.812500296733  0.953882361844
  0.358695652174  0.016321337982  0.751005706447  0.812500357432  0.955931864984
  0.361413043478  0.016189259647  0.751355382973  0.812500429894  0.957769148836
