GridPoints                  L2
         5      0.001009317322
         9      0.000105839743
        17      0.000013099221
        33      0.000001059971
        65      0.000000069887
       129      0.000000004345
       257      0.000000000267
       513      0.000000000017
      1025      0.000000000001
