radius      S_expected         S_actual            Error 
  0.100000000000 -0.000000000000  0.000000000000  0.066666672758
  0.100878906250 -0.002358572057 -0.002357774914  0.000350174109
  0.101757812500 -0.007114863073 -0.007115392078  0.000698057032
  0.102636718750 -0.014201208812 -0.014201718501  0.001043660086
  0.103515625000 -0.023536437510 -0.023536920827  0.001386993677
  0.104394531250 -0.035027105219 -0.035027555745  0.001728070541
  0.105273437500 -0.048568838847 -0.048569250946  0.002066904974
  0.106152343750 -0.064047750886 -0.064048119814  0.002403512581
  0.107031250000 -0.081341892702 -0.081342214693  0.002737910003
  0.107910156250 -0.100322717157 -0.100322989470  0.003070114644
  0.108789062500 -0.120856525615 -0.120856746549  0.003400144396
  0.109667968750 -0.142805878728 -0.142806047610  0.003728017371
  0.110546875000 -0.166030954478 -0.166031071616  0.004053751661
  0.111425781250 -0.190390840424 -0.190390907040  0.004377365112
  0.112304687500 -0.215744750112 -0.215744768250  0.004698875140
  0.113183593750 -0.241953155900 -0.241953128317  0.005018298568
  0.114062500000 -0.268878832331 -0.268878762382  0.005335651503
  0.114941406250 -0.296387805625 -0.296387697138  0.005650949246
  0.115820312500 -0.324350206063 -0.324350063215  0.005964206226
  0.116699218750 -0.352641021092 -0.352640848285  0.006275435967
  0.117578125000 -0.381140747976 -0.381140549722  0.006584651075
  0.118457031250 -0.409735945852 -0.409735726668  0.006891863251
  0.119335937500 -0.438319688081 -0.438319452394  0.007197083314
  0.120214843750 -0.466791916878 -0.466791668946  0.007500321238
  0.121093750000 -0.495059703296 -0.495059447137  0.007801586206
  0.121972656250 -0.523037416678 -0.523037156022  0.008100886659
  0.122851562500 -0.550646808723 -0.550646546970  0.008398230358
  0.123730468750 -0.577817018139 -0.577816758335  0.008693624444
  0.124609375000 -0.604484502628 -0.604484247450  0.008987075499
  0.125488281250 -0.630592905502 -0.630592657255  0.009278589606
  0.126367187500 -0.656092864607 -0.656092625229  0.009568172403
  0.127246093750 -0.680941771439 -0.680941542514  0.009855829141
  0.128125000000 -0.705103488355 -0.705103271134  0.010141564734
  0.129003906250 -0.728548031644 -0.728547827064  0.010425383801
  0.129882812500 -0.751251227912 -0.751251036628  0.010707290714
  0.130761718750 -0.773194350879 -0.773194173288  0.010987289632
  0.131640625000 -0.794363745107 -0.794363581381  0.011265384538
  0.132519531250 -0.814750442685 -0.814750292796  0.011541579268
  0.133398437500 -0.834349778202 -0.834349641956  0.011815877539
  0.134277343750 -0.853161006757 -0.853160883819  0.012088282971
  0.135156250000 -0.871186929060 -0.871186818979  0.012358799110
