radius      S_expected         S_actual            Error 
  0.100000000000  0.000000000000  0.000000000000  0.000000000000
  0.101171875000 -0.000096177616 -0.000094186457  0.000009009814
  0.102343750000 -0.000271542411 -0.000269551252  0.000017618092
  0.103515625000 -0.000523509007 -0.000521517848  0.000026230387
  0.104687500000 -0.000849593603 -0.000847602444  0.000034792715
  0.105859375000 -0.001247408900 -0.001245417741  0.000043294173
  0.107031250000 -0.001714659332 -0.001712668173  0.000051731223
  0.108203125000 -0.002249136587 -0.002247145428  0.000060102448
  0.109375000000 -0.002848715385 -0.002846724226  0.000068407230
  0.110546875000 -0.003511349508 -0.003509358349  0.000076645305
  0.111718750000 -0.004235068057 -0.004233076898  0.000084816586
  0.112890625000 -0.005017971926 -0.005015980767  0.000092921084
  0.114062500000 -0.005858230472 -0.005856239313  0.000100958866
  0.115234375000 -0.006754078376 -0.006752087217  0.000108930035
  0.116406250000 -0.007703812676 -0.007701821517  0.000116834715
  0.117578125000 -0.008705789960 -0.008703798801  0.000124673046
  0.118750000000 -0.009758423719 -0.009756432560  0.000132445178
  0.119921875000 -0.010860181836 -0.010858190677  0.000140151268
  0.121093750000 -0.012009584213 -0.012007593054  0.000147791478
  0.122265625000 -0.013205200520 -0.013203209361  0.000155365975
  0.123437500000 -0.014445648067 -0.014443656908  0.000162874927
  0.124609375000 -0.015729589778 -0.015727598619  0.000170318507
  0.125781250000 -0.017055732279 -0.017053741120  0.000177696886
  0.126953125000 -0.018422824076 -0.018420832917  0.000185010240
  0.128125000000 -0.019829653827 -0.019827662668  0.000192258743
  0.129296875000 -0.021275048703 -0.021273057544  0.000199442573
  0.130468750000 -0.022757872824 -0.022755881665  0.000206561905
  0.131640625000 -0.024277025780 -0.024275034621  0.000213616918
  0.132812500000 -0.025831441215 -0.025829450055  0.000220607790
  0.133984375000 -0.027420085486 -0.027418094327  0.000227534698
  0.135156250000 -0.029041956385 -0.029039965225  0.000234397821
  0.136328125000 -0.030696081917 -0.030694090758  0.000241197338
  0.137500000000 -0.032381519143 -0.032379527984  0.000247933429
  0.138671875000 -0.034097353069 -0.034095361910  0.000254606273
  0.139843750000 -0.035842695591 -0.035840704432  0.000261216048
  0.141015625000 -0.037616684489 -0.037614693330  0.000267762935
  0.142187500000 -0.039418482463 -0.039416491303  0.000274247113
  0.143359375000 -0.041247276214 -0.041245285054  0.000280668763
  0.144531250000 -0.043102275569 -0.043100284410  0.000287028063
  0.145703125000 -0.044982712641 -0.044980721482  0.000293325194
  0.146875000000 -0.046887841026 -0.046885849866  0.000299560336
  0.148046875000 -0.048816935038 -0.048814943878  0.000305733669
  0.149218750000 -0.050769288974 -0.050767297815  0.000311845373
  0.150390625000 -0.052744216414 -0.052742225255  0.000317895629
  0.151562500000 -0.054741049545 -0.054739058386  0.000323884616
  0.152734375000 -0.056759138523 -0.056757147364  0.000329812514
  0.153906250000 -0.058797850850 -0.058795859690  0.000335679505
  0.155078125000 -0.060856570785 -0.060854579626  0.000341485767
  0.156250000000 -0.062934698782 -0.062932707622  0.000347231482
  0.157421875000 -0.065031650938 -0.065029659779  0.000352916830
  0.158593750000 -0.067146858481 -0.067144867322  0.000358541991
  0.159765625000 -0.069279767262 -0.069277776102  0.000364107146
  0.160937500000 -0.071429837278 -0.071427846119  0.000369612475
  0.162109375000 -0.073596542213 -0.073594551053  0.000375058157
  0.163281250000 -0.075779368991 -0.075777377832  0.000380444375
  0.164453125000 -0.077977817356 -0.077975826197  0.000385771308
  0.165625000000 -0.080191399456 -0.080189408297  0.000391039136
  0.166796875000 -0.082419639458 -0.082417648299  0.000396248039
  0.167968750000 -0.084662073162 -0.084660082003  0.000401398200
  0.169140625000 -0.086918247646 -0.086916256487  0.000406489797
  0.170312500000 -0.089187720908 -0.089185729749  0.000411523011
  0.171484375000 -0.091470061536 -0.091468070377  0.000416498022
  0.172656250000 -0.093764848381 -0.093762857222  0.000421415012
  0.173828125000 -0.096071670246 -0.096069679087  0.000426274160
  0.175000000000 -0.098390125584 -0.098388134425  0.000431075647
  0.176171875000 -0.100719822211 -0.100717831052  0.000435819653
  0.177343750000 -0.103060377025 -0.103058385866  0.000440506359
  0.178515625000 -0.105411415740 -0.105409424580  0.000445135945
  0.179687500000 -0.107772572623 -0.107770581463  0.000449708592
  0.180859375000 -0.110143490247 -0.110141499088  0.000454224480
  0.182031250000 -0.112523819251 -0.112521828092  0.000458683789
  0.183203125000 -0.114913218103 -0.114911226944  0.000463086700
  0.184375000000 -0.117311352881 -0.117309361722  0.000467433394
  0.185546875000 -0.119717897052 -0.119715905893  0.000471724050
  0.186718750000 -0.122132531266 -0.122130540106  0.000475958850
  0.187890625000 -0.124554943151 -0.124552951992  0.000480137973
  0.189062500000 -0.126984827122 -0.126982835963  0.000484261600
  0.190234375000 -0.129421884190 -0.129419893031  0.000488329912
  0.191406250000 -0.131865821780 -0.131863830620  0.000492343089
  0.192578125000 -0.134316353555 -0.134314362396  0.000496301311
  0.193750000000 -0.136773199249 -0.136771208089  0.000500204759
  0.194921875000 -0.139236084497 -0.139234093338  0.000504053613
  0.196093750000 -0.141704740681 -0.141702749522  0.000507848054
  0.197265625000 -0.144178904773 -0.144176913614  0.000511588262
  0.198437500000 -0.146658319190 -0.146656328030  0.000515274417
  0.199609375000 -0.149142731643 -0.149140740484  0.000518906700
  0.200781250000 -0.151631895007 -0.151629903848  0.000522485291
  0.201953125000 -0.154125567178 -0.154123576018  0.000526010371
  0.203125000000 -0.156623510945 -0.156621519786  0.000529482120
