GridPoints                  L2
         3      0.306319637587
         5      0.099446640730
         9      0.027995383677
        17      0.007422710220
        33      0.001911305975
        65      0.000484962006
       129      0.000122144329
       257      0.000030649819
       513      0.000007676720
      1025      0.000001920966
      2049      0.000000480465
