  Delta_r                  ROC
      0.225000000000      0.310435029664
      0.112500000000      1.148170381260
      0.056250000000      2.127004081187
      0.028125000000      3.129431581579
      0.014062500000      3.817789172567
      0.007031250000      3.801328891871
      0.003515625000      3.938533832024
      0.001757812500      3.995757450017
      0.000878906250      4.003196469154
