radius      S_expected         S_actual            Error 
  0.200000000000  0.001830793520  0.001830784479  1.307493017022
  0.201550387597  0.001828957808  0.001828962320  1.307638952232
  0.203100775194  0.001826542767  0.001826547204  1.307780197246
  0.204651162791  0.001823558228  0.001823562591  1.307917449963
  0.206201550388  0.001820013835  0.001820018124  1.308051392755
  0.207751937984  0.001815919041  0.001815923257  1.308182695057
  0.209302325581  0.001811283123  0.001811287267  1.308312015940
  0.210852713178  0.001806115181  0.001806119252  1.308440006686
  0.212403100775  0.001800424144  0.001800428143  1.308567313336
  0.213953488372  0.001794218776  0.001794222704  1.308694579255
  0.215503875969  0.001787507682  0.001787511539  1.308822447678
  0.217054263566  0.001780299310  0.001780303097  1.308951564269
  0.218604651163  0.001772601955  0.001772605672  1.309082579674
  0.220155038760  0.001764423767  0.001764427415  1.309216152094
  0.221705426357  0.001755772751  0.001755776330  1.309352949859
  0.223255813953  0.001746656773  0.001746660285  1.309493654017
  0.224806201550  0.001737083564  0.001737087008  1.309638960944
  0.226356589147  0.001727060722  0.001727064100  1.309789584964
  0.227906976744  0.001716595718  0.001716599029  1.309946260992
  0.229457364341  0.001705695895  0.001705699142  1.310109747193
  0.231007751938  0.001694368479  0.001694371660  1.310280827655
  0.232558139535  0.001682620572  0.001682623690  1.310460315081
  0.234108527132  0.001670459165  0.001670462219  1.310649053487
  0.235658914729  0.001657891134  0.001657894125  1.310847920906
  0.237209302326  0.001644923245  0.001644926174  1.311057832087
  0.238759689922  0.001631562159  0.001631565027  1.311279741184
  0.240310077519  0.001617814431  0.001617817238  1.311514644413
  0.241860465116  0.001603686516  0.001603689263  1.311763582671
  0.243410852713  0.001589184768  0.001589187456  1.312027644096
  0.244961240310  0.001574315446  0.001574318075  1.312307966542
  0.246511627907  0.001559084713  0.001559087284  1.312605739947
  0.248062015504  0.001543498641  0.001543501155  1.312922208560
  0.249612403101  0.001527563213  0.001527565670  1.313258672993
  0.251162790698  0.001511284322  0.001511286722  1.313616492065
  0.252713178295  0.001494667776  0.001494670122  1.313997084380
  0.254263565891  0.001477719301  0.001477721592  1.314401929592
  0.255813953488  0.001460444540  0.001460446777  1.314832569304
  0.257364341085  0.001442849056  0.001442851239  1.315290607536
  0.258914728682  0.001424938334  0.001424940464  1.315777710681
  0.260465116279  0.001406717783  0.001406719861  1.316295606884
  0.262015503876  0.001388192738  0.001388194764  1.316846084758
  0.263565891473  0.001369368460  0.001369370435  1.317430991341
  0.265116279070  0.001350250140  0.001350252065  1.318052229200
  0.266666666667  0.001330842898  0.001330844774  1.318711752588
  0.268217054264  0.001311151788  0.001311153615  1.319411562543
  0.269767441860  0.001291181795  0.001291183573  1.320153700818
  0.271317829457  0.001270937840  0.001270939570  1.320940242540
  0.272868217054  0.001250424780  0.001250426463  1.321773287499
  0.274418604651  0.001229647409  0.001229649045  1.322654949941
  0.275968992248  0.001208610461  0.001208612052  1.323587346800
  0.277519379845  0.001187318610  0.001187320155  1.324572584265
  0.279069767442  0.001165776470  0.001165777970  1.325612742624
  0.280620155039  0.001143988599  0.001143990055  1.326709859345
  0.282170542636  0.001121959498  0.001121960910  1.327865910361
  0.283720930233  0.001099693614  0.001099694983  1.329082789589
  0.285271317829  0.001077195339  0.001077196666  1.330362286726
  0.286821705426  0.001054469013  0.001054470297  1.331706063421
  0.288372093023  0.001031518923  0.001031520166  1.333115627975
  0.289922480620  0.001008349306  0.001008350508  1.334592308762
  0.291472868217  0.000984964350  0.000984965512  1.336137226657
  0.293023255814  0.000961368193  0.000961369315  1.337751266770
  0.294573643411  0.000937564925  0.000937566008  1.339435049912
  0.296124031008  0.000913558590  0.000913559634  1.341188904230
  0.297674418605  0.000889353187  0.000889354193  1.343012837541
  0.299224806202  0.000864952666  0.000864953635  1.344906510951
  0.300775193798  0.000840360938  0.000840361869  1.346869214373
  0.302325581395  0.000815581865  0.000815582760  1.348899844610
  0.303875968992  0.000790619272  0.000790620130  1.350996886694
  0.305426356589  0.000765476937  0.000765477759  1.353158399136
  0.306976744186  0.000740158600  0.000740159387  1.355382003775
  0.308527131783  0.000714667960  0.000714668713  1.357664880805
  0.310077519380  0.000689008677  0.000689009395  1.360003769545
  0.311627906977  0.000663184371  0.000663185055  1.362394975369
  0.313178294574  0.000637198624  0.000637199275  1.364834383129
  0.314728682171  0.000611054980  0.000611055599  1.367317477225
  0.316279069767  0.000584756949  0.000584757535  1.369839368339
  0.317829457364  0.000558308002  0.000558308556  1.372394826656
  0.319379844961  0.000531711575  0.000531712098  1.374978321215
  0.320930232558  0.000504971070  0.000504971561  1.377584064860
  0.322480620155  0.000478089853  0.000478090314  1.380206064065
  0.324031007752  0.000451071258  0.000451071689  1.382838172773
  0.325581395349  0.000423918586  0.000423918987  1.385474149257
  0.327131782946  0.000396635103  0.000396635474  1.388107714875
  0.328682170543  0.000369224045  0.000369224388  1.390732613573
  0.330232558140  0.000341688617  0.000341688931  1.393342670944
  0.331782945736  0.000314031991  0.000314032277  1.395931851644
  0.333333333333  0.000286257310  0.000286257568  1.398494314067
  0.334883720930  0.000258367686  0.000258367917  1.401024461234
  0.336434108527  0.000230366204  0.000230366408  1.403516987003
  0.337984496124  0.000202255916  0.000202256093  1.405966916841
  0.339534883721  0.000174039849  0.000174040000  1.408369642570
  0.341085271318  0.000145721000  0.000145721125  1.410720950706
  0.342635658915  0.000117302339  0.000117302439  1.413017044157
  0.344186046512  0.000088786808  0.000088786883  1.415254557240
  0.345736434109  0.000060177325  0.000060177375  1.417430564174
  0.347286821705  0.000031476777  0.000031476804  1.419542581297
  0.348837209302  0.000002688030  0.000002688032  1.421588563440
  0.350387596899 -0.000026186079 -0.000026186100  1.423566894971
  0.351937984496 -0.000055142737 -0.000055142781  1.425476376096
  0.353488372093 -0.000084179155 -0.000084179223  1.427316205076
  0.355038759690 -0.000113292570 -0.000113292660  1.429085957019
  0.356589147287 -0.000142480242 -0.000142480354  1.430785559959
  0.358139534884 -0.000171739455 -0.000171739589  1.432415268853
  0.359689922481 -0.000201067515 -0.000201067671  1.433975638163
  0.361240310078 -0.000230461753 -0.000230461930  1.435467493598
  0.362790697674 -0.000259919522 -0.000259919720  1.436891903560
  0.364341085271 -0.000289438196 -0.000289438414  1.438250150761
  0.365891472868 -0.000319015173 -0.000319015411  1.439543704439
  0.367441860465 -0.000348647870 -0.000348648129  1.440774193496
  0.368992248062 -0.000378333729 -0.000378334007  1.441943380860
  0.370542635659 -0.000408070209 -0.000408070507  1.443053139269
  0.372093023256 -0.000437854794 -0.000437855111  1.444105428657
  0.373643410853 -0.000467684984 -0.000467685320  1.445102275236
  0.375193798450 -0.000497558302 -0.000497558656  1.446045752349
  0.376744186047 -0.000527472291 -0.000527472663  1.446937963101
  0.378294573643 -0.000557424511 -0.000557424902  1.447781024784
  0.379844961240 -0.000587412546 -0.000587412954  1.448577055020
  0.381395348837 -0.000617433993 -0.000617434419  1.449328159596
  0.382945736434 -0.000647486473 -0.000647486916  1.450036421885
  0.384496124031 -0.000677567623 -0.000677568083  1.450703893780
  0.386046511628 -0.000707675099 -0.000707675575  1.451332588027
  0.387596899225 -0.000737806575 -0.000737807068  1.451924471863
  0.389147286822 -0.000767959743 -0.000767960251  1.452481461838
  0.390697674419 -0.000798132311 -0.000798132835  1.453005419726
  0.392248062016 -0.000828322007 -0.000828322547  1.453498149413
  0.393798449612 -0.000858526574 -0.000858527129  1.453961394657
  0.395348837209 -0.000888743774 -0.000888744344  1.454396837631
  0.396899224806 -0.000918971383 -0.000918971967  1.454806098151
  0.398449612403 -0.000949207195 -0.000949207794  1.455190733501
  0.400000000000 -0.000979449020 -0.000979449634  1.455552238792
  0.401550387597 -0.001009694686 -0.001009695313  1.455892047755
  0.403100775194 -0.001039942033 -0.001039942674  1.456211533934
  0.404651162791 -0.001070188919 -0.001070189574  1.456512012195
