GridPoints                  L2
         5      0.377489923024
         9      0.317689924058
        17      0.167594802552
        33      0.053064119204
        65      0.016869398204
       129      0.006960404731
       257      0.003211432180
       513      0.000996437596
      1025      0.000258878580
