 &INPUTS 
  MM      =    0, 
  NPTS    =   16,  
  SIG     = 0.20, 
  AKRE    =  20., 
  AKIM    =   0.,
  IX      =    0, 
  NX      =    0, 
  IR      =    2, 
  RMAX    = 0.00,  
  SLOPE   = 0.00,
  IS      =    5, 
  ANGOM   = 0.00,  
  GAM     = 0.00, 
  IREPEAT =    0, 
  IFD     =    1,
  ITEST   =    0, 
  ETAHR   = 0.40, 
  ETAHI   = 0.00, 
  ETADR   = 0.70, 
  ETADI   = 0.00,
  ED2     =  0.0, 
  ED4     =  0.0,
 &END
