 i S_real S_imag 
         431 -0.49078793113868879       0.49012038439786415     
         432   4.5051699654576289       -2.8944459895563202     
         433  -3.6673962100464541        3.2057621433528354     
         434 -0.54190061710595794       0.41860528283645387     
         435  -1.1546676535843119        2.6914126749254415     
         436  -2.3760129663962486        3.3017235241824565     
         437   2.5612587478698301       -2.8195936605629353     
         438   1.6700560655757011       -2.0815498295383894     
         439  -5.0275461109836872        4.8251676294323751     
         440   3.3887214078876018       -4.8773533556822803     
         441   3.2666857609494215       -1.5085035454937397     
         442   4.8586534402515422       -3.5445136814843448     
         443  -2.0944722474073227      -0.43280389858301249     
         444  -4.6913651505002969        3.0363295155235361     
         445 -0.87484717249147459        1.0700211385306386     
         446  0.23669856686043575      -0.70005297421843660     
         447   1.6108767809694984       -1.8765673917322563     
         448  -2.4242674130493875       0.75933781557820768     
         449  0.92173476747226457       -1.0669185086084103     
         450  0.74937319532945956      -0.78804212047277189     
         451  -6.6262066894515748E-002  0.54873180395875287     
         452   1.7158844340937964       -2.1099467277434028     
         453   1.0174594077624510      -0.58962157692742634     
         454  -3.7990993758904725        4.0227616980966268     
         455 -0.26593112240810413      -0.38196971993733869     
         456  -1.4179403741902044       0.35848309330704775     
         457  -2.1232618490528892        2.3972968298194717     
         458   2.6484841166769888      -0.73109471131626469     
         459  -1.4316622423484571       0.91559140357694935     
         460  0.62560219676873075      -0.79277944211841467     
         461  -2.4762565772663194        2.3846829937391316     
         462   2.0980082110976017       -3.6234023889994211     
         463 -0.11349792367022893       0.61588778477542383     
         464  -2.9626984426069911        4.1408916838566308     
         465  0.77325286336698595       -2.4189265022058972     
         466  0.49257245565471897        3.7529453052249723E-002
         467   5.7061311801617594       -5.7226913237018575     
         468  -3.4929219689949469        3.4139582707260274     
         469   5.9685023544291518       -7.1713099972156202     
         470   1.3307900279384830       0.80941177773582118     
         471  -6.4879733268877401E-002  -8.0896015934770041E-002
         472   1.7400461514026155      -0.27083915098965250     
         473  -2.9641053568056277        3.6823716920050962     
         474   1.4833506590166023        3.8364830845788123E-002
         475   3.4714925792513514        4.8497937411061232E-002
         476   7.7615124638184096E-002  -1.6448262989220406     
         477  -1.8935075394985326       0.32820743573595057     
         478 -0.89869932860176349       -1.8075491160356736     
         479  -3.6879342141808111        3.4742106471806276     
         480  0.11501834064809108        9.1363878065084184E-003
         481  0.32257262499012695       0.74429230334596141     
         482  -2.9434193251057699        3.7988169645345260     
         483 -0.87369251970816753       0.86002350088217361     
         484  -1.7289374765976084E-004 -0.10535162138498025     
         485  -2.3279083931294884        2.1831551878894713     
         486   3.1358865486101797       -2.6826092073248011     
         487  0.98776313141273486        1.2676543334784849     
         488   3.9917288256213399       -4.4919322210921671     
         489  0.26969461506775638       -1.2416621378914319     
         490  -1.2285176407629010       0.78574708822542805     
         491  -4.5530196443356292        3.1021545346625561     
         492  -5.8181769886057220        6.9704809589227610     
         493  0.40913580439622205       -7.1269179015317152E-002
         494  0.80969620694746436       -1.9870101581862540     
         495   2.3766408997374437       -6.4878080341703726E-003
         496  -3.0482297917818988        2.8972682556212170     
         497   2.3831637514181754       -4.4870890327652990     
         498   3.0784670519977220       -1.0855177631452728     
         499   3.9987159403940193       -3.7407338502307366     
         500   1.6324814631026554        1.6536444590249730     
         501   2.9930939007529740       -3.0603978361906967     
         502   2.1414563712081569       -3.6806811232666732     
         503  -3.3112010112554073        3.2558446594510135     
         504   1.3921394459491059       -2.5014339735800242     
         505  -4.3760846363872368        3.4070002656731750     
         506 -0.99212515989543215        2.6469233469448850     
         507   3.3189788468884469       -1.2121207033762003     
         508  -1.7926887484839980       0.88272680804551951     
         509   1.2628260176172283       -2.4181856782023510     
         510  -4.3286962470397139        3.9199819633407138     
         511  -1.5309029066536723      -0.39550787246575292     
         512  0.12613014715073889        5.9104252998035935E-002
         513   4.0121174354765365       -4.3229141412721059     
         514  -3.9648052541899856        4.1615701061018626     
         515   1.5535882929924698       -1.7692378448819059     
         516  0.17580782399789788      -0.45904336477378804     
         517  -3.7907925170711207        4.6743865981527621     
         518   1.2618473545370852        1.2227739631824910     
         519  -6.6552572243069879        3.5052488220037050     
         520   1.9484322660776310       -4.2265621188219606     
         521  -5.0371287331505288        5.2528799974976801     
         522  -7.2782759392918839E-002   1.0297084349844892     
         523  0.40770385514980523        2.3218831864421854     
         524   7.8084791592765557       -6.9779127814328890     
         525  -1.7553105315818114       0.58305287141810180     
         526  -1.1323197910568454       -1.8024634954549115     
         527   7.7133038332347692E-002 -0.77177743150057698     
         528  -4.0770165544860513        5.0273756254525006     
         529   3.1883848198671241       -1.1083752537055225     
         530   4.7172809225883769       -3.5890532244581443     
         531  0.99749114748177359       -1.4360309777793694     
         532   2.6207099763706596       -5.8962879259067762     
         533 -0.99481640380816316        1.1557139037559103     
         534 -0.21817825404450969      -0.29783505518042780     
         535  0.68966149814201760       -1.0399784585462484     
         536  -2.0921157055950959        3.7641721746367653     
         537   3.8151650265567367       -1.0299527783683755     
         538   2.9476599094383715       -4.3070565820457398     
         539  -1.6413475907265898        1.5327725526205507     
         540  -2.7395237476149603        5.0085419012830101     
         541  -3.1434812320917405        3.7566952499862873     
         542   6.3824597679567443       -4.2506317238124316     
         543  -4.6874019384824530        3.7929423748006132     
         544  0.23723093271597917       -2.4258576642326841     
         545   1.3521935601264727       -3.6446673309193733     
         546   4.0631436430472805       -4.5310731988381709     
         547 -0.38441785455467592       0.77052182987649109     
         548  -6.7046877083064755        5.3425505390333790     
         549  0.49929342582569802       -7.9184353820117404E-002
         550  -1.6549577919924194        1.4417206178513828     
         551   9.4184992699415382       -9.9684471847261715     
         552 -0.45804210240364557       0.32281403280318249     
         553  -6.9478964907636304E-002  0.48161644681546933     
         554  -5.1609944328995105        3.1834809944760689     
         555  -2.1218469432872022        2.6645674633596879     
         556  -1.2652724053394313        1.5790414123740451     
         557   4.5541180158818646       -5.1046663760353157     
         558 -0.71605921851796694        1.0345830526683715     
         559  -1.7951755671210234        1.4036038911307602     
         560   3.3519308183096976       -2.5978925807848321     
         561  -6.4901943555702442        4.5650887542555871     
         562  -4.7028410861524170        3.7273514586674539     
         563   2.5170033051222092      -0.83929178890752754     
         564  0.89651951772053340      -0.17187721911966941     
         565  0.80981077371442223      -0.29196678672413484     
         566   2.6942818880711692      -0.73718874521172817     
         567   1.8045165084359753      -0.31993111452924394     
         568   2.4922486760328937       -3.9023924116583082     
         569  -6.0450746033272242        4.3689678691747016     
         570  -3.4386237943028330        2.7307630795223035     
         571  -1.7042411485350650        1.3603719683090776     
         572 -0.18726331336501523       -1.1382881151684341     
         573   6.0486064797173151       -6.9749070461282408     
         574   6.8513427630755803       -5.4059893858220303     
         575  -3.4956919751191506        3.3953604774789521     
         576  -1.2884612406130647        1.8511463931942549     
         577  -1.8518769461347728        2.4040513288212386     
         578  0.36213508225010682        1.1384282690592014     
         579   2.3939214986122863        4.2719476864812700E-002
         580  0.67876337443503032       -1.2562803979669144     
         581   2.4194974108843237       -1.8108626724681707     
         582  -7.4902027263242097        5.5977048873447677     
         583   6.8727217444914390E-002  -1.1564094647565910     
         584  -3.2946041132105850        5.2997774247587142     
         585   2.4188149307112616       -1.9798899467333513     
         586   3.2006582264757615      -0.25006050033120530     
         587  -4.0144009349648595        3.5631180055535072     
         588  -5.8853137457689177        5.2123862712906845     
         589 -0.96010953966271995       -4.4065796360405862E-002
         590 -0.82387451026044844       0.44394314453457007     
         591   1.7957790909130811      -0.48138471185993070     
         592   6.6686260519655995       -6.1153648263086362     
         593  -1.3701114276529720        1.5405625623030932     
