 &INPUTS 
  MM      =    2, 
  NPTS    =   32,  
  SIG     = 0.50, 
  AKRE    =  10., 
  AKIM    =   0.,
  IX      =    0, 
  NX      =    0, 
  IR      =    2, 
  RMAX    = 0.00,  
  SLOPE   = 0.00,
  IS      =    5, 
  ANGOM   = 0.00,  
  GAM     = 0.00, 
  IREPEAT =    0, 
  IFD     =    0,
  ITEST   =    0, 
  ETAHR   = 0.00,  
  ETAHI   = 0.00, 
  ETADR   = 0.00, 
  ETADI   = 0.00,
  ED2     =  0.0, 
  ED4     =  0.0,
 &END
