      radius    pressure
  0.500000000000  0.873830121443
  0.504166666667  0.873896104533
  0.508333333333  0.874090703679
  0.512500000000  0.874409023202
  0.516666666667  0.874846333506
  0.520833333333  0.875398063223
  0.525000000000  0.876059791796
  0.529166666667  0.876827242470
  0.533333333333  0.877696275676
  0.537500000000  0.878662882777
  0.541666666667  0.879723180144
  0.545833333333  0.880873403565
  0.550000000000  0.882109902946
  0.554166666667  0.883429137295
  0.558333333333  0.884827669974
  0.562500000000  0.886302164198
  0.566666666667  0.887849378768
  0.570833333333  0.889466164031
  0.575000000000  0.891149458043
  0.579166666667  0.892896282931
  0.583333333333  0.894703741439
  0.587500000000  0.896569013649
  0.591666666667  0.898489353871
  0.595833333333  0.900462087680
  0.600000000000  0.902484609111
  0.604166666667  0.904554377985
  0.608333333333  0.906668917370
  0.612500000000  0.908825811165
  0.616666666667  0.911022701803
  0.620833333333  0.913257288063
  0.625000000000  0.915527322990
  0.629166666667  0.917830611912
  0.633333333333  0.920165010556
  0.637500000000  0.922528423248
  0.641666666667  0.924918801200
  0.645833333333  0.927334140883
  0.650000000000  0.929772482462
  0.654166666667  0.932231908325
  0.658333333333  0.934710541658
  0.662500000000  0.937206545102
  0.666666666667  0.939718119464
  0.670833333333  0.942243502492
  0.675000000000  0.944780967697
  0.679166666667  0.947328823242
  0.683333333333  0.949885410867
  0.687500000000  0.952449104873
  0.691666666667  0.955018311149
  0.695833333333  0.957591466239
  0.700000000000  0.960167036452
  0.704166666667  0.962743517017
  0.708333333333  0.965319431269
  0.712500000000  0.967893329873
  0.716666666667  0.970463790081
  0.720833333333  0.973029415027
  0.725000000000  0.975588833045
  0.729166666667  0.978140697023
  0.733333333333  0.980683683781
  0.737500000000  0.983216493480
  0.741666666667  0.985737849052
  0.745833333333  0.988246495660
  0.750000000000  0.990741200176
  0.754166666667  0.993220750685
  0.758333333333  0.995683956006
  0.762500000000  0.998129645244
  0.766666666667  1.000556667345
  0.770833333333  1.002963890684
  0.775000000000  1.005350202666
  0.779166666667  1.007714509337
  0.783333333333  1.010055735027
  0.787500000000  1.012372821989
  0.791666666667  1.014664730072
  0.795833333333  1.016930436391
  0.800000000000  1.019168935026
  0.804166666667  1.021379236721
  0.808333333333  1.023560368602
  0.812500000000  1.025711373909
  0.816666666667  1.027831311731
  0.820833333333  1.029919256763
  0.825000000000  1.031974299063
  0.829166666667  1.033995543824
  0.833333333333  1.035982111155
  0.837500000000  1.037933135874
  0.841666666667  1.039847767300
  0.845833333333  1.041725169068
  0.850000000000  1.043564518936
  0.854166666667  1.045365008615
  0.858333333333  1.047125843591
  0.862500000000  1.048846242970
  0.866666666667  1.050525439315
  0.870833333333  1.052162678500
  0.875000000000  1.053757219562
  0.879166666667  1.055308334568
  0.883333333333  1.056815308477
  0.887500000000  1.058277439017
  0.891666666667  1.059694036561
  0.895833333333  1.061064424010
  0.900000000000  1.062387936680
  0.904166666667  1.063663922197
  0.908333333333  1.064891740388
  0.912500000000  1.066070763185
  0.916666666667  1.067200374530
  0.920833333333  1.068279970278
  0.925000000000  1.069308958116
  0.929166666667  1.070286757471
  0.933333333333  1.071212799432
  0.937500000000  1.072086526670
  0.941666666667  1.072907393363
  0.945833333333  1.073674865122
  0.950000000000  1.074388418922
  0.954166666667  1.075047543034
  0.958333333333  1.075651736957
  0.962500000000  1.076200511362
  0.966666666667  1.076693388022
  0.970833333333  1.077129899762
  0.975000000000  1.077509590395
  0.979166666667  1.077832014674
  0.983333333333  1.078096738233
  0.987500000000  1.078303337541
  0.991666666667  1.078451399848
  0.995833333333  1.078540523140
  1.000000000000  1.078570316091
